,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword
1796,2178.0,mr.,"sir/madam, i cannot install ipython in my windows version 8 in my laptop .can you please share the easy way to install by giving the link /path. i request you to give link to install matplotlib . ","sir/madam, i cannot install ipython in my windows version 8 in my laptop .can you please share the easy way to install by giving the link /path. i request you to give link to install matplotlib ",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial."
1797,2178.0,mr.,"sir/madam, i cannot install ipython in my windows version 8 in my laptop .can you please share the easy way to install by giving the link /path. i request you to give link to install matplotlib . ",you can download and install anaconda from https://www.anaconda.com/distribution/.it provides with all the packages required for the course.,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial."
1798,2194.0,problem in ipython installation,"after successful installation of ipython,the error it shows isipython' is not recognized as an internal or external command,operable program or batch file.",you can download anaconda from https://www.anaconda.com/distribution/.it provides the basic packages required for the course.,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial."
1799,2743.0,certificate,"sir, if we successfully pass in the final test would we be getting an e-certificate free of cost?",yes ,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial."
1800,2826.0,comparative,how python is different as compared to matlab?,https://realpython.com/matlab-vs-python/,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial."
1801,2882.0,use of python in android,shall i use python in android easily.   and for use of this which application i have to install.    please guide me regarding this.,"although it is not a popular option to build android apps, it is possible to build android apps using python with the package called kivy",Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial."
1802,2940.0,i need output for the following basic python program,"source code using a temporary variable in<a href=""https://nareshit.com/python-online-training/"" target="""" title=""""> python</a># python program to swap two variablesx = 5y = 10# to take inputs from the user#x = input('enter value of x: ')#y = input('enter value of y: ')# create a temporary variable and swap the valuestemp = xx = yy = tempprint('the value of x after swapping: {}'.format(x))print('the value of y after swapping: {}'.format(y)) reference : https://nareshit.com/python-online-training/",output:the value of x after swapping: 10 the value of y after swapping: 5,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial."
1803,3327.0,how to download ipython interpreter,i have downloaded python-3.8.5 so how to install ipython. i am having trouble while doing this can you please help.,please see the documentation here https://ipython.org/install.html,Python,Getting-started-with-ipython,"Python, Invoke and Quit ipython interpreter, Tab completion, Navigation in the history of ipython, interrupt incomplete commands, video tutorial."
1804,55.0,linux server administration,its not my question but its suggestion to provide linux server administration course based on certification .... ty diploma and engineering students having special subject..,"dear sir,thank you for your suggestion. we will surely consider your feedback and may create a course on linux server administration in the future.thank you.rahulquality reviewspoken tutorial project.",Linux,Basics-of-System-Administration,"Linux, su, adduser, usermod, userdel, UID, GID, du, df, Linux, System Admin, Spoken tutorial, Video tutorial"
1808,1689.0,ubuntu linux questions,what is the role of adduser command and sudo command in linux operating system?,adduser command add new user in linux operating system and sudo command gives super user (root) privileges to execute program in linux operating system.,Linux,Basics-of-System-Administration,"Linux, su, adduser, usermod, userdel, UID, GID, du, df, Linux, System Admin, Spoken tutorial, Video tutorial"
1812,56.0,unable to locate components,"dear sir,i am not able to find   non-linear dependent sources and switches in kicad ,which are available in ngspice.    regards,biren","hi, kicad is not meant for simulation. so you would not find these components in kicad. if you are looking to simulate a circuit with dependent sources, please use oscad. http://www.oscad.in/ oscad uses kicad for schematic creation and ngspice for simulation. we have created most of the components for simulation. you can include them in your schematic by loading the oscad libraries. you may want to listen to the oscad tutorial on schematic creation and simulation , available here  http://www.spoken-tutorial.org/list_videos?view=1&foss=oscad&language=english , for more details.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1813,56.0,unable to locate components,"dear sir,i am not able to find   non-linear dependent sources and switches in kicad ,which are available in ngspice.    regards,biren","dear rakhi,i already loaded oscad libraries and not able to locate voltage controlled switch component which can be simulated with ngspice.i am not able to design new switch model using model builder also.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1814,56.0,unable to locate components,"dear sir,i am not able to find   non-linear dependent sources and switches in kicad ,which are available in ngspice.    regards,biren","can you give us more details about the circuit you want to simulate? if the component is not there in oscad, we shall create it and let you know how you can use it. send us a screenshot/link of the circuit you want to simulate.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1815,56.0,unable to locate components,"dear sir,i am not able to find   non-linear dependent sources and switches in kicad ,which are available in ngspice.    regards,biren",,KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1816,56.0,unable to locate components,"dear sir,i am not able to find   non-linear dependent sources and switches in kicad ,which are available in ngspice.    regards,biren",please refer following link http://www.ecircuitcenter.com/spicesummary.htmi am trying to simulate 'analog behavioral models' for implementation of piece wise linear model of diode.first i made sub circuit using sub circuit builder.v1  2 1 dc 0.7u1  3 1 porta1 3 (3 2) u2.model u2 aswitch(cntl_on=0.7 cntl_off=0.699 r_on=0.01 r_off=1e6)//now i tried to run .include diode.subv_u2 5 3 0v_u3 1 2 0* plotting option vplot8_1x2  0 2 dioder1  1 3 300v1  0 4 dc 0.3x1  4 3 diodeidc1  5 0 3m.dc  v1 100e-03 100e-03 100e-03.plot i(v_u2).plot i(v_u3).plot v(3) .endi got following errors.warning: dynamic gmin stepping failedwarning: source stepping faileddoanalyses: iteration limit reachedrun simulation(s) abortederror: no such vector i(v_u2)error: no such vector i(v_u3)error: no such vector v(3)ngspice 1 -> ,KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1817,56.0,unable to locate components,"dear sir,i am not able to find   non-linear dependent sources and switches in kicad ,which are available in ngspice.    regards,biren","dear rakhi,i got solution of above mention error but still need help in modeling analog behaviors model.it would be appreciated if you could help me in this problem.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1818,56.0,unable to locate components,"dear sir,i am not able to find   non-linear dependent sources and switches in kicad ,which are available in ngspice.    regards,biren","sure, i shall go through this circuit and revert back. let me know your queries.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1819,56.0,unable to locate components,"dear sir,i am not able to find   non-linear dependent sources and switches in kicad ,which are available in ngspice.    regards,biren",how can i simulate following  circuit in oscad? this circuit works well in ngspice.i am not able to develop resistor behavioral model and  perform transient analysis with 'uic'.r1 rr 2 r='v(rr)<{0}?{100meg}:{2k}'v2 1 0 0.6v1 1 rr 0.7r2 2 0 1k.tran 100n 100u uic.end,KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1821,56.0,unable to locate components,"dear sir,i am not able to find   non-linear dependent sources and switches in kicad ,which are available in ngspice.    regards,biren","hi,thanks for response,it works.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1822,68.0,problem using p mos and n mos,"hi,whenever i try to use p mos, n mos(even in a simple inverter), every time i get the error message after giving values in netlist conversion step. error message: ""time step too small""thanks..",you need to tell me more about the circuit. copy paste the netlist and let me know what circuit you are building. you also need to tell me the values you gave in analysis inserter and netlist converter.,KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1823,606.0,selecting lm555 ic in eeschema,"hi,how to select lm555 ic in eeschema?","hello,type 555, go to linear and select lm555n component.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1824,607.0,gnd in eeschema,"hi,how to choose gnd option in eeschema? ","hello,there is no list all options. click on eeschema window, select power option on the right panel of eeschema windowand locate gnd. alternatively,  choose ""place power port"" on the right panel of eeschema to place gnd.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1825,608.0,'list all' option,"hi,is there list all options in newer version of kicad?","hello, in the newer version of kicad, there is no list all options.you need to type the component name after selecting ""place a component"" and choose it from the appropriate library.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1826,609.0,connector in kicad,"hi,how to select connector with single input and two outputs?","hello,select ""place a component"". under ""conn:""  library, select ""conn_01x02"" component.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1827,610.0,annotate function,"hi,how to annotate functions in the new version of kicad?","hello, once you connect the components, choose ""annotate schematic components"" icon, from the top toolbar.click on annotate and then click on ok.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1828,611.0,saving files,"hi,how to save a file in the new version of kicad?","hello, click on file option from the top panel and choose save schematic project. alternatively you can use ctrl+s from the keyboard to save the schematic.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1829,612.0,closing file,"hi,how to close the file using new version of kicad? ","hello,click on the file option from the top panel, and choose the option close.alternatively, you can use ctrl+q from the keyboard to close the eeschema.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1830,613.0,kicad 4,"hi,how to close eeschema in kicad 4?","hello, to close or to quit from kicad, choose file option from the top panel and select close option. alternatively, you can use ctrl+q from keyboard to exit from kicad.",KiCad,Designing-circuit-schematic-in-KiCad,"KiCad, video tutorial, schematic, Electronics, PCB designing."
1831,58.0,adding button in calc menubar,"sir,     i have added a button in menu bar by  modifying the file sc/uiconfig/scalc/menubar/menubar.xmlof calc but the text background not showing. how get that text in button where the file to locate this problem....?thanx in advanceregardsrajivpune uni    ","dear r k yadav,in the series of spoken tutorials on libreoffice calc hosted on http://spoken-tutorial.org, we have not covered source file customisation topics.  you may visit https://www.libreoffice.org/ for more information on libreoffice calc.rgds,nancy varkeyproject managerspoken tutorial projectiit bombay",LibreOffice-Suite-Calc,Working-with-Sheets,"LibreOffice-Suite-Calc, Insertion and deletion of rows, columns and sheets, Renaming of sheets, video tutorial."
1835,64.0,error in change password tutorial,"hello ! thanx for your tutorials . these were very helpful for me.. but after i found all , i couldn't go right with change password tutorial. there is an error coming on my screen .. you please check it out... fatal error: function name must be a string in c:\xampp\htdocs\changepassword.php on line 195 please tell me wat is the problem<?php@$username = $_session['username'];@$submit=$_post['submit'];if ($username){     if('submit')       {        @$oldpassword =md5($_post['oldpassword']);    @$newpassword =md5($_post['newpassword']);    @$repassword =md5($_post['repassword']);      $connect = mysql_connect(""localhost"",""root"","""");    mysql_select_db(""userlogin"") or die();    $queryget = mysql_query(""select password from users where username='$username'"") or die(""couldn't connect!"");    $row = mysql_fetch_assoc($queryget);            $oldpassworddb = $row['password'];                  if($oldpassword==$oldpassworddb)            {                 if($newpassword==$repassword)              {             $querychange =mysql_query(""update users set password='$newpassword' where username='$username'"");                           die(""your password has been changed. <a href='mbkpage.php'>return</a> back to main page"");                       }               else               die (""new passwords do not match"");            }            else            die (""old passwords doesnt match"");     }                                 else      {    echo""<form action='changepassword.php' method='post'>    old password: <input type='text' name='oldpassword'><p>    new password: <input type='password' name='newpassword'><br>        repeat new password: <input type='password' name='repassword'><p>    <input type='submit' name='submit' value='change password'>        </form>        "";        }        }    else        die (""you must be logged in"");?>","dear user,can you please paste your code in the question.",PHP-and-MySQL,User-Password-Change-Part-3,"PHP-and-MySQL, Changing passwords in the database, video tutorial."
1836,71.0,scroll button is not present,"to zoom, you suggest the use of scroll wheel.  unfortunately, as i am using a mac os x system, i do not have a conventional mouse and hence there is no wheel either.  should i use shift + and shift - instead?","dear user,on mac os x, you can zoom in or zoom out by simply pressing + (plus) or - (minus) key on your keyboard.",Inkscape,Create-and-edit-shapes,"Inkscape interface , Create basic shapes in Inkscape, Fill color and Modify shapes using handles, video tutorial."
1837,72.0,default shape of polygon/star,"i get the default shape as a star.  i guess that depending on the previous state of inkscape, the initial values could be different.  by clicking on the polygon or star button on the top left corner, i found out that i can choose the shape that i want.","dear user,yes, the last used shape will be the default selected shape.",Inkscape,Create-and-edit-shapes,"Inkscape interface , Create basic shapes in Inkscape, Fill color and Modify shapes using handles, video tutorial."
1839,77.0,can show bigger handles,"the square and circular handles in the chosen circle appear extremely small.  in mac os x version that i am using, these handles are about twice as large.  it would have been nice if in the recorded video, larger handles are used.  this is a feedback for future tutorials.","dear user,thanks for the feedback.the size of the handle cannot be changed.in future video we will zoom in and show for a clear view.",Inkscape,Fill-color-and-stroke,"fill color in objects, give objects an outline, various types of gradients, stroke paint and style, video tutorial"
1840,78.0,gradient tool mouse click not shown,"when you introduced gradient tool first time, you should have allowed the viewer ""see"" where it is.  although the tool name appears on the screen, it does so only momentarily - possibly, we can show it for about 2 to 3 seconds to let people ""see"" it without rewinding.  rule 2.1.2 of the checklist, in fact, explains it.","dear user,we have corrected the mistake. the corrected video is uploaded on the website",Inkscape,Fill-color-and-stroke,"fill color in objects, give objects an outline, various types of gradients, stroke paint and style, video tutorial"
1841,79.0,stroke paint tab mentioned wrongly,"the narrator says ""click on the stroke paint tab and then the rectangle"".  she meant ""click on the selection tool and then the rectangle"".  this is a minor mistake and hence possibly can be left alone, as by now, the learner may know what is meant.  this should be corrected at least in the dubbing.",there was an audio-video mismatch at this point.  the same has now been corrected.nancy,Inkscape,Fill-color-and-stroke,"fill color in objects, give objects an outline, various types of gradients, stroke paint and style, video tutorial"
1842,80.0,"use direct sentence, not indirect","""you can increase or decrease the outline using the stroke style tab"" is indirect and makes it difficult to understand, as this activity is being introduced first time.  the adopted sequence shows the action first and then tell how to do it.  the viewer has to rewind once or twice more to understand what is being done.  as the reader has to do the above activity in reverse direction, i call this ""reverse direction"" style or ""indirect direction"" style.  this style should be avoided when a new topic is introduced to make it friendly to the beginners.instead, the narrator should say something like the following: ""we will next show how to increase the thickness of the outline.  press the stroke style tab.  using the arrow keys, one can increase or decrease the tab."" i call this the ""direct narration"" style.  the direct narration style should be used, if we want to be novice friendly.","dear sir,we have actually done so.  there was a slight audio-video sync mismatch which possibly lead you to arrive at this conclusion.  kindly review once again.",Inkscape,Fill-color-and-stroke,"fill color in objects, give objects an outline, various types of gradients, stroke paint and style, video tutorial"
1843,81.0,one has to necessarily zoom to see this effect,"one has to necessarily zoom to see the effect of the stroke style action.  i tried this action without zooming and i thought that this feature was not working in my installation.  after some experimentation, i realised that the drawings on the tab are somewhat exaggerated and that the actual effect of this action may not be visible without zooming.","dear user,yes, you have to zoom in to see the effect.",Inkscape,Fill-color-and-stroke,"fill color in objects, give objects an outline, various types of gradients, stroke paint and style, video tutorial"
1844,82.0,difficulty in zooming,"i had difficulty in zooming the free hand drawing.  when i zoomed (using command + in my mac os x system), the focus went away and the free hand drawing disappeared from the screen.  i had to really struggle scrolling to locate the drawing again.it will be nice if there is a way to maintain the focus and then zoom.  is such a feature available in inkscape?","dear user,you can use the zoom tool which is right above the rectangle tool. select the zoom tool and click on the position where you want to zoom.keep clicking on the same position to zoom in further.",Inkscape,Fill-color-and-stroke,"fill color in objects, give objects an outline, various types of gradients, stroke paint and style, video tutorial"
1845,83.0,wrong screen is shown,"from 13:24 to 13:37, the circle is shown wrongly.  i was wondering why while discussing the free hand drawing, suddenly the focus shifted to the circle.  after rewinding and listening to the video three or four times, i realised that the focus was still on the free hand drawing.","dear user,the mistake is corrected. the corrected video is uploaded on the website.",Inkscape,Fill-color-and-stroke,"fill color in objects, give objects an outline, various types of gradients, stroke paint and style, video tutorial"
1846,84.0,"after assignment slide, shorten the video","the last portion of the spoken tutorial that comes after the completion of the assignment section, can be shortened.  at present, it takes 40 seconds.  this can be condensed to about 25 seconds.  please see the first two spoken tutorials on r to understand what i mean.",sure.  we shall work on that.nancy,Inkscape,Fill-color-and-stroke,"fill color in objects, give objects an outline, various types of gradients, stroke paint and style, video tutorial"
1847,93.0,output graph,how to get the plot of (output voltage vs input  voltage) ?,"when you click on ngspice, you get a simulation window and a plot window. on the simulation window (where you have ngspice 1 -> as the prompt), you can type plot v(in node number) vs v(out node number)",Oscad,None,
1848,96.0,question about certification,"sir,my name is sreekanth and am studying b.tech.i have doubt that whether this program is providing any certification like thing and if it is then can you please tell me critera for obtaining certification.","we do give a certificate for those who pass a test. for details, please visit the spoken tutorial workshop page and scroll down to the bottom. there you will see (1) information on the certificate that we give for those who pass an online test and (2) contact information of our staff members who will help organise the workshops in your college.",General,None,
1849,99.0,enrollment key,how do i get the enrollment key for the courses to give the test..??i am not attending any workshop...just learning from the downladed tutorials.,"dear,as if now the test is only available to the learners who are associated with an academic institution. one can download the material for free and learn as many softwares he/she can. ",General,None,
1850,106.0,request regarding tutorial on network simulator ns2,you have offered tutorials on various software which are very good. if you can provide us detailed tutorial on network simulator ns2 it will be very useful to us.   ,"dear gaurav,thank you for your suggestion. we will surely consider your feedback and may create a course on network simulator ns2 in the future.thank you.rahulquality reviewspoken tutorial project.",General,None,
1851,108.0,give  impormation about spoken tutrrial training,"respected sir,     i am appear in 9th std. i joined your training program. so please sent me information about the stages of study, contact on no. 9881523385. e-mail-  narendradahile@yahoo.com",dear narendraplease follow the below steps for the sequence of learning:1. on the home page click on video search.2. select the foss and the required language.3. the correct sequence of learning is now displayed.thank you.rahulquality reviewspoken tutorial project.,General,None,
1853,130.0,express pcb workshop,which open source software is used for pcb designing  and please provide express pcb workshop.,please use oscad for pcb design. you may download oscad from http://www.oscad.in/,General,None,
1854,133.0,our college name is not included in ap list of colleges,our college name is not included in ap list of colleges,"dear sir,please contact our ap training manager to add your institution's name.training manager details:name: mohamed kasimemail: mkasimkh@gmail.comphone: 09003707005 ; 022 2576 4229thank you.",General,None,
1855,146.0,laboratory manual,"if it is possible provide linux, c, c++, php & mysql workshop experiment manual in soft copy for better learning............. satish pise lecturer sgp","dear prof. satish,i regret to inform you that we do not have any workshop experiment manual in soft copy. you may, however, refer to the spoken tutorial courses on linux,c,c++,php & mysql and many other foss on our website.happy learning!!!thanks & regardsgaurav v shinde",General,None,
1856,147.0,workshop/test for organizer - reg.,"respected sir/madam,                                     greetings.i am k.karthik,asst. professor from psyec,sivagangai.my question is ""is it possible for an organizer or other faculty member to attend workshop,take online test and receive certificate?"".thanks & regards,k.karthik.","dear mr. k. karthik, this is with respect to your query, its possible for an organiser or any faculty member to attend workshop/ training by incorporating the organiser's name or interested faculty member's name in the participant's list (for availing learner's certificate) and physically he/she can be present and practice the tutorial during the training to conduct in your lab practical hours. similarly organiser or that interested faculty can register and take the particular online test too and once qualify, he/she will avail respective certificate too. hope i have cleared your doubt.a request: this query being non-technical and if you have any further doubt on this query, you can clear your doubts by contacting your state's spoken tutorial coordinator but if there is any other technical query/issues you face with audio - video tutorial, you may use the forum.thanks and regardsjessie velusamy",General,None,
1857,102.0,polynomials,"dear sir/madam      thank you so much for the spoken tutorial, it was very helpful in learning a new software in a short span of time with good assignments and a clear explanation in each session. i have certain doubts regarding assignment questions.1. in polynomial assignment question number 2. i was not able to compare the two vectors. i have taken 1x5 vectors for a1 and a2 the resultant vector out of convolution of a1 and a2 was same as that of the product of a1 and a2 but when the comparison is made between the two vectors the first two values comes out as they are not equal whereas the rest 3 values comes as equal.for this comparison purpose i have used a if loop inside a for loops.2.similarly the tolerance value in the clear command pls give me a explanation regarding clear(a,epsa)3.is there any command to get input of the variable at the time of execution? like input()..","funcprot(0)a1=input('input sequence for a1:')a2=input('input sequence for a2:')b=conv(a1,a2)x=poly(0,'x')p1=poly([a1],'x','c')p2=poly([a2],'x','c')p3=p1*p2p4=poly([b],'x','c')function f_poly(x,y)    if (x==y) then        disp('yes')    else         disp('no')    endendfunction",Scilab,User-Defined-Input-and-Output,"Input, mprintf, save() , load(), Formatting the output, video tutorial,  Scilab."
1858,1214.0,user input,how to get input (only characters)  from user in scilab,use input(),Scilab,User-Defined-Input-and-Output,"Input, mprintf, save() , load(), Formatting the output, video tutorial,  Scilab."
1859,1214.0,user input,how to get input (only characters)  from user in scilab,i think it only takes string format and constant as default,Scilab,User-Defined-Input-and-Output,"Input, mprintf, save() , load(), Formatting the output, video tutorial,  Scilab."
1860,1217.0,input from user,how to get input (floating numbers) from user in scilab,use input(),Scilab,User-Defined-Input-and-Output,"Input, mprintf, save() , load(), Formatting the output, video tutorial,  Scilab."
1861,1233.0,user defined input,how to take input from user,use input(),Scilab,User-Defined-Input-and-Output,"Input, mprintf, save() , load(), Formatting the output, video tutorial,  Scilab."
1862,1272.0,save command or function,"i tried using save as function as well as command, but i am getting these warnings and not getting desired results: -->save ('matrix-a-b.dat',a,b)warning: scilab 6 will not support the file format used.warning: please quote the variable declaration. example, save('mydata.sod',a) becomes save('mydata.sod','a').warning: see help('save') for the rational.-->save('matrix-a-b.dat',a,b)warning: scilab 6 will not support the file format used.warning: please quote the variable declaration. example, save('mydata.sod',a) becomes save('mydata.sod','a').warning: see help('save') for the rational.-->save matrix-a-b !--error 21 invalid index.at line    1005 of function %_save called by :  save matrix-a-bif anybody have used save in user defined input output. please help."," save(""matrix-a-b.sod"", ['a','b']) to remove the warning.",Scilab,User-Defined-Input-and-Output,"Input, mprintf, save() , load(), Formatting the output, video tutorial,  Scilab."
1863,3280.0,"error while executing mprintf('at iteration %i, result is:\nalpha=%f,33,0.535) command","while executing the command mprintf('at iteration %i, result is:\nalpha=%f,33,0.535), i get an error: unexpected end of file in a string. i am using scilab 6.1.0 on ubuntu os.","there is a missing close quote mark after %f. the correct command is mprintf('at iteration %i, result is:\nalpha=%f',33,0.535)",Scilab,User-Defined-Input-and-Output,"Input, mprintf, save() , load(), Formatting the output, video tutorial,  Scilab."
1864,3286.0,"executing save('matrix-a-b.dat',a,b) command","while executing save('matrix-a-b.dat',a,b) command , i get this error:save: wrong type for input argument #2: a string expected.i am using scilab 6.1.0 on ubuntu os. ","you can solve this by putting the a and b variables in single quotes. the correct command is hence save('matrix-a-b.dat','a','b')",Scilab,User-Defined-Input-and-Output,"Input, mprintf, save() , load(), Formatting the output, video tutorial,  Scilab."
1865,3304.0,"outputs are not in """".","why on my interface some outputs are in ""  "" and some without quotes?","scilab 6.1.0 displays strings in quotes ("" "") and numbers without quotes.",Scilab,User-Defined-Input-and-Output,"Input, mprintf, save() , load(), Formatting the output, video tutorial,  Scilab."
1866,104.0,how to import our own video for dubbing?,how to import any video lecture from my collection on spoken tutorial?how to dub that video?,please don't ask dubbing related questions here.,C-and-C++,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1867,104.0,how to import our own video for dubbing?,how to import any video lecture from my collection on spoken tutorial?how to dub that video?,"estimation travaux , diagnostic immobilier , installation alarme , securite gardiennage , installateur interphone , travaux maison , plateforme devis , devis renovation , plateforme depannage , plateforme professionnels , habitat travaux , depanneur , depannage plomberie , depannage chauffage , depannage electricite , depannage pompe de relevage , sos depannage , travaux habitat , travaux cuisine , travaux electricite , renovation facade , fenetre , travaux isolation , nettoyage , travaux parquet , travaux peinture , travaux plomberie , travaux salle de bain , securite , serrurerie , installation veranda , vitrerie , travaux",C-and-C++,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1868,180.0,book,i would like to know which books to refer if in need!,"dear deepak,you can refer many books the specific list you can get it on internet. we would request you to be specific with the questions related to spoken tutorial project. we will be happy to assist you in that. thanks.",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1869,183.0,zlib1.dll missing error,when i try to run program with the help of gcc compiler on windows with help of mingw. it is showing zlib1.dll file missing how to fix this error???,kindly go through the links. hope this solves your issue.http://www.bestpcsavior.com/how-to-fix-zlib-dll-missing-error-zlib-dll-error-repair-guide/http://stackoverflow.com/questions/25542055/mingw-c-compiler-zlib1-dll-missing-error,C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1870,305.0,the program can't start because zlib1.dll is missing from your computer.,"respected sir/madam,during compiling the program this kind of errors are showing in dialogue box.""the program can't start because zlib1.dll is missing from your computer. try reinstalling the program to fix this problem"".kindly attend our query and guide us to resolve said problem thanking yourprof. v. g. ingolegovernment polytechnic,murtizapur,maharashtra.","hello,i am assuming that this question is related to the question about using ""cmd"" to compile a c program in windows os. pls refer to the installation sheet given at this link to know how to install and run mingw compiler on windows os using ""cmd"".http://spoken-tutorial.org/media/videos/43/c-and-cpp-installation-sheet-english.pdfadditionally, pls refer to the following links-http://www.bestpcsavior.com/how-to-fix-zlib-dll-missing-error-zlib-dll-error-repair-guide/http://stackoverflow.com/questions/25542055/mingw-c-compiler-zlib1-dll-missing-errortnx and rgds,nancy varkey",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1871,305.0,the program can't start because zlib1.dll is missing from your computer.,"respected sir/madam,during compiling the program this kind of errors are showing in dialogue box.""the program can't start because zlib1.dll is missing from your computer. try reinstalling the program to fix this problem"".kindly attend our query and guide us to resolve said problem thanking yourprof. v. g. ingolegovernment polytechnic,murtizapur,maharashtra.",below the windows installation two types step's to followwith cd & with boo table os cd.go to visit  kamagra bestellen,C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1872,306.0,"compilation procedure in windows(""cmd"")","respected sir,we need a complete procedure of compilation of simple c program in windows(""cmd"").","hello,pls refer to the installation sheet given at this link to know how to install and run mingw compiler on windows os using ""cmd"".http://spoken-tutorial.org/media/videos/43/c-and-cpp-installation-sheet-english.pdftnx and rgds,nancy varkey",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1873,306.0,"compilation procedure in windows(""cmd"")","respected sir,we need a complete procedure of compilation of simple c program in windows(""cmd"").","1. write the program in notepad++ in some folder in a drive (e.g. create a folder program in d drive. )#include<stdio.h>void main(){printf(""hello"");}give a file name sample.cand click filemenu and saveittake command prompt by typing cmd in runthen change directory to the place where you saved the file (e.g your file sample. c is in d:\\program)typed:cd program(this will give a prompt d:\\program>)2. compile the programtypegcc sample.c -o sample(here sample.exe will become the name of the output file)press enter keythis will compile the programif no error nothing will be shown. otherwise it will show error details then correct the error and again compile)/if no error run the programtypesample.exe",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1874,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""","hello,kindly contact your state training manager for issues related to csv file upload.http://process.spoken-tutorial.org/index.php/software-training#contacts_for_training_.28excluding_schools.29rgds,nancy varkeyst team",C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1875,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""",csv file helpful for all the guys to save the particular domains on site.for more visit generic viagra online,C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
1876,307.0,masterbatch file is not getting uploaded,"sir,while uploading masterbatch file we are getting the message ""the file you uploaded is not a valid csv file, please add a valid csv file""",csv allows data to be saved in a table structured format. for more information cheap generic viagra,C-and-Cpp,First-C-Program,"C Program, printf(), int main(), Compile, execute, Video Tutorial, C and C++."
