id,tutorial_detail_id,slide,slide_user_id,slide_status,code,code_user_id,code_status,assignment,assignment_user_id,assignment_status,prerequisite_id,prerequisite_user_id,prerequisite_status,keyword,keyword_user_id,keyword_status,created,updated,additional_material,additional_material_status,additional_material_user_id
452,452,More-On-Inheritance-Slides.zip,2739,4,More-On-Inheritance-Codefiles.zip,2739,4,More-On-Inheritance-Assignment.txt,2739,4,451,2739,4,"Multiple Inheritance, Hierarchical Inheritance, C++, Video tutorial",1,4,2014-07-27 13:15:20,2014-07-27 13:15:59,,6,2739
453,453,Function-Overloading-And-Overriding-Slides.zip,2739,4,Function-Overloading-And-Overriding-Codefiles.zip,2739,4,Function-Overloading-And-Overriding-Assignment.txt,2739,4,452,2739,4,"Overloading, Overriding, Video tutorial, C++.",1,4,2014-07-27 13:15:20,2014-07-27 13:15:59,,6,2739
454,454,Polymorphism-Slides.zip,2739,4,Polymorphism-Codefiles.zip,2739,4,Polymorphism-Assignment.txt,2739,4,453,2739,4,"polymorphism, virtual members, C++, Video tutorial.",1,4,2014-07-27 13:15:21,2014-07-27 13:15:59,,6,2739
455,455,Abstract-Class-Slides.zip,2739,4,Abstract-Class-Codefiles.zip,2739,4,Abstract-Class-Assignment.txt,2739,4,454,2739,4,"abstract class, pure virtual function, C++, Video tutorial.",1,4,2014-07-27 13:15:21,2014-07-27 13:15:59,,6,2739
456,456,Friend-Function-Slides.zip,2739,4,Friend-Function-Codefiles.zip,2739,4,Friend-Function-Assignment.txt,2739,4,455,2739,4,"friend function, C++, Video tutorial.",1,4,2014-07-27 13:15:21,2014-07-27 13:15:59,,6,2739
457,457,Exception-Handling-Slides.zip,2739,4,Exception-Handling-Codefiles.zip,7,4,Exception-Handling-Assignment.txt,2739,4,456,2739,4,"Exception handling, try, catch, throw, C++,  Video tutorial.",1,4,2014-07-27 13:15:21,2019-02-18 06:12:37,,6,2739
458,458,Exporting-GeoGebra-Files-Slides.zip,4917,4,"",4917,6,Exporting-GeoGebra-Files-Assignment.pdf,4917,4,20,4917,4,"Geogebra, Geogebra tools used- Move Graphics View, static picture, dynamic HTML webpage, Algebra and Spreadsheet Views,png, Scale, Resolution, Format, Advanced tab, enable moving labels, Firefox web browser sun-java6-plugin, Spoken tutorial, video tutorial",1,4,2014-07-27 13:15:21,2014-09-11 12:02:49,,6,4917
459,459,Overview-of-CellDesigner-Slides.zip,47177,4,"",47177,6,"",47177,6,,47177,6,"celldesigner, windows, linux, version 4.3, build, modify, components, process diagram, reaction, species, compartment, video tutorial",7,4,2014-07-27 13:15:21,2020-04-21 11:26:24,,6,47177
460,460,Installation-of-CellDesigner-Slides.zip,4778,4,"",4778,6,"",4778,6,459,4778,4,"installation of CellDesigner 4.3, video tutorial, CellDesigner 4.3",7,4,2014-07-27 13:15:21,2020-04-21 11:21:23,,6,4778
461,461,Getting-Started-with-CellDesigner-Slides.zip,4778,4,"",4778,6,Getting-Started-with-CellDesigner-Assignment.txt,7,4,460,4778,4,"CellDesigner, menu bar, toolbar, component, species, reaction, create and save network, export the image, zooming network, video tutorial",7,4,2014-07-27 13:15:22,2020-04-21 11:23:28,,6,4778
462,462,Printer-Connection-Slides.zip,1663,4,"",1663,6,"",1663,6,496,1663,4,"Printer connection, Video tutorial, Digital divide",1,4,2014-07-27 13:15:22,2014-09-11 12:08:42,,6,1663
463,463,How-to-apply-for-a-PAN-Card-Slides.zip,4595,4,"",4595,6,"",4595,6,424,4595,4,"Applying for a PAN Card and Tracking the status of the application, video tutorial , Digital divide.",1,4,2014-07-27 13:15:22,2014-09-11 12:08:08,,6,4595
464,464,Formation-of-Bonds-Slides.zip,4917,4,"",4917,6,Formation-of-Bonds-Assignment.txt,4917,4,418,4917,4,"GchemPaint, Video tutorial, Add bonds to the existing bond, Orient bonds, Add Stereochemical bonds and Inverse wedge hashes GChemPaint tools- Add a bond or change the multiplicity of an existing one, Add a wedge bond, Add a hash bond, Add a squiggle bond and Add a fore bond.",1,4,2014-07-27 13:15:22,2014-07-27 13:16:00,,6,4917
465,465,Create-Account-in-GNUKhata-Slides.zip,5373,5,"",5373,6,Create-Account-in-GNUKhata-Assignment.txt,5373,5,427,5373,4,video tutorial,1,0,2014-07-27 13:15:22,2015-10-05 07:24:01,,6,5373
466,466,Journal-transaction-Slides.zip,5373,5,"",1,0,Journal-transaction-Assignment.txt,5373,5,465,5373,4,video tutorial,1,0,2014-07-27 13:15:22,2015-10-05 07:25:12,,6,5373
467,467,Downloading-and-installing-Salome-Slides.zip,5858,4,"",5858,6,"",5858,6,378,5858,4,"Video tutorial,CFD, Downloading and Installing Salome, OpenFOAM.",1,4,2014-07-27 13:15:22,2019-06-13 06:29:38,,6,5858
468,468,Creating-and-meshing-a-curved-pipe-geometry-in-Salome-for-OpenFOAM-Slides.zip,5858,4,Creating-and-meshing-a-curved-pipe-geometry-in-Salome-for-OpenFOAM-Codefiles.zip,5858,4,Creating-and-meshing-a-curved-pipe-geometry-in-Salome-for-OpenFOAM-Assignment.pdf,5858,4,467,5858,4,"Video tutorial,CFD, OpenFOAM, Creating curved pipe geometry in Salome, To mesh the geometry, modifying the mesh using submesh.",1,4,2014-07-27 13:15:23,2014-07-27 13:15:59,,6,5858
469,469,Exporting-geometry-from-Salome-to-OpenFOAM-Slides.zip,5858,4,Exporting-geometry-from-Salome-to-OpenFOAM-Codefiles.zip,5858,4,Exporting-geometry-from-Salome-to-OpenFOAM-Assignment.pdf,5858,4,468,5858,4,"Video tutorial,CFD, OpenFOAm, Grouping the meshed geometry parts in Salome, Exporting the geometry to OpenFOAM, Creating a case directory.",1,4,2014-07-27 13:15:23,2014-07-27 13:16:00,,6,5858
470,470,The-grep-command-Slides.zip,2739,4,The-grep-command-Codefiles.zip,2739,4,The-grep-command-Assignment.txt,2739,4,18,2739,4,"Linux, Search,Pattern,regular expressions,extended regular expression , video tutorial",1,4,2014-07-27 13:15:23,2014-12-05 07:02:07,,6,2739
471,471,More-on-grep-command-Slides.zip,2739,4,More-on-grep-command-Codefiles.zip,2739,4,More-on-grep-command-Assignment.txt,2739,4,470,7,4,"Linux, Search, Pattern, regular expressions, extended regular expression, video tutorial",7,4,2014-07-27 13:15:23,2020-04-21 12:53:38,,6,2739
472,472,The-sed-command-Slides.zip,2739,4,The-sed-command-Codefiles.zip,7,4,The-sed-command-Assignment.txt,2739,4,471,2739,4,"Linux, stream, editor, display, substitute, insert, delete, video tutorial.",1,4,2014-07-27 13:15:23,2019-07-26 09:46:51,,6,2739
473,473,More-on-sed-command-Slides.zip,2739,4,More-on-sed-command-Codefiles.zip,7,4,More-on-sed-command-Assignment.txt,2739,4,472,2739,4,"Linux, sed, substitute, insert, delete, video tutorial.",1,4,2014-07-27 13:15:24,2019-07-26 09:47:44,,6,2739
474,474,Basics-of-awk-Slides.zip,2739,4,Basics-of-awk-Codefiles.zip,2739,4,Basics-of-awk-Assignment.txt,7,4,1093,2739,4,"Linux, selection criteria, action, formatted printing, fields, regular expressions, variables, video tutorial",7,4,2014-07-27 13:15:24,2020-04-21 11:20:39,,6,2739
475,475,Overview-of-Library-Management-System-Slides.zip,1564,4,"",1564,6,"",1564,6,344,1564,4,"Library Management System,  Inventory system, web application, Overview tutorial,video tutorial,  Java Business-Application.",1,4,2014-07-27 13:15:24,2018-05-15 06:40:27,,6,1564
476,476,Creating-a-Java-web-project-Slides.zip,1564,4,Creating-a-Java-web-project-Codefiles.zip,1564,4,"",1564,6,475,1564,4,"deployment descriptor, web project, context, web.xml file , video tutorial,  Java  Business-Application.",1,4,2014-07-27 13:15:24,2014-07-27 13:16:00,,6,1564
477,477,Java-servlets-and-JSPs-Slides.zip,1564,4,Java-servlets-and-JSPs-Codefiles.zip,7,4,"",1564,6,476,1564,4,"Web server, web container, servlets, jsp, video tutorial,  Java  Business-Application",1,4,2014-07-27 13:15:24,2019-08-26 12:44:18,,6,1564
478,478,Introduction-to-BASH-Shell-Scripting-Slides.zip,2739,4,Introduction-to-BASH-Shell-Scripting-Codefiles.zip,2739,4,Introduction-to-BASH-Shell-Scripting-Assignment.txt,7,4,474,2739,4,"video tutorial, Bash shell, hello world, execute bash script ",1,4,2014-07-27 13:15:24,2019-07-24 06:27:56,,6,2739
479,479,Basics-of-Shell-Scripting-Slides.zip,2739,4,Basics-of-Shell-Scripting-Codefiles.zip,2739,4,Basics-of-Shell-Scripting-Assignment.txt,7,4,478,2739,4,"Video tutorial, Bash Shell, System variables, User defined variables, getting user input via keyboard. ",1,4,2014-07-27 13:15:25,2019-07-24 06:23:56,,6,2739
480,480,Command-Line-arguments-and-Quoting-Slides.zip,2739,4,Command-Line-arguments-and-Quoting-Codefiles.zip,2739,4,Command-Line-arguments-and-Quoting-Assignment.txt,7,4,479,2739,4,"Video tutorial, Command Line Arguments, Single quote, Double quote, Backslash, Bash Shell.",1,4,2014-07-27 13:15:25,2019-07-29 12:17:44,,6,2739
481,481,Globbing-and-Export-statement-Slides.zip,2739,4,"",2739,6,Globbing-and-Export-statement-Assignment.txt,7,4,480,2739,4,"Video tutorial, Globbing, Export statement, Bash Shell ",1,4,2014-07-27 13:15:25,2019-07-24 06:27:19,,6,2739
482,482,Array-Operations-in-BASH-Slides.zip,2739,4,Array-Operations-in-BASH-Codefiles.zip,2739,4,Array-Operations-in-BASH-Assignment.txt,7,4,481,2739,4,"Video tutorial, Bash shell, Declaration of an Array, Initialization of array, Finding length of an array.",1,4,2014-07-27 13:15:26,2019-07-24 06:21:54,,6,2739
483,483,More-on-Arrays-Slides.zip,2739,4,More-on-Arrays-Codefiles.zip,7,4,More-on-Arrays-Assignment.txt,7,4,482,2739,4,"video tutorial, Bash shell,Extracting element , Add and remove element, Replacing an element in array.",1,4,2014-07-27 13:15:26,2019-07-29 12:17:25,,6,2739
484,484,Conditional-execution-Slides.zip,2739,4,Conditional-execution-Codefiles.zip,2739,4,Conditional-execution-Assignment.txt,7,4,483,2739,4,"video tutorial, Bash shell, Use of Test, Simple if, else-if.",1,4,2014-07-27 13:15:26,2019-07-24 06:38:15,,6,2739
485,485,Nested-and-multilevel-if-elsif-statements-Slides.zip,2739,4,Nested-and-multilevel-if-elsif-statements-Codefiles.zip,7,4,Nested-and-multilevel-if-elsif-statements-Assignment.txt,7,4,484,2739,4,"Bash shell, Nested if-else in Bash, Multilevel if-else statement in Bash, video tutorial.",7,4,2014-07-27 13:15:27,2019-07-24 06:31:19,,6,2739
486,486,Servlet-Methods-Slides.zip,1564,4,Servlet-Methods-Codefiles.zip,7,4,"",1564,6,477,1564,4,"Java Business-Application, servlets, video tutorial, GET, POST, JSP, passing parameters  using doGET and doPOST  method, differnce between doGET and  doPOST.",1,4,2014-07-27 13:15:27,2019-08-26 12:45:03,,6,1564
487,487,Data-Structures-Slides.zip,5485,4,Data-Structures-Codefiles.zip,5485,4,Data-Structures-Assignment.txt,5485,4,384,5485,4,"PERL, Data structures in perl video tutorial.",1,4,2014-07-27 13:15:27,2014-07-27 13:16:03,,6,5485
488,488,Arrays-Slides.zip,7,4,Arrays-Codefiles.zip,7,4,Arrays-Assignment.txt,5485,4,487,5485,4,"PERL, Array in perl,  video tutorial.",1,4,2014-07-27 13:15:27,2018-06-28 02:05:44,,6,7
489,489,Array-functions-Slides.zip,5485,4,Array-functions-Codefiles.zip,5485,4,Array-functions-Assignment.txt,5485,4,488,5485,4,"array functions in perl, push function in perl, pop function in perl, shift function in perl, unshift function in perl, split function in perl, splice function in perl, join function in perl, sort function in perl,  qw function in perl, video tutorial",7,4,2014-07-27 13:15:27,2014-12-20 02:14:39,,6,5485
490,490,Hash-in-Perl-Slides.zip,5485,4,Hash-in-Perl-Codefiles.zip,5485,4,Hash-in-Perl-Assignment.txt,5485,4,487,5485,4,"hash in perl, associative array in perl,  accessing element of a hash, video tutorial, perl",14084,4,2014-07-27 13:15:27,2014-12-20 02:14:45,,6,5485
491,491,Functions-in-Perl-Slides.zip,5485,4,Functions-in-Perl-Codefiles.zip,5485,4,Functions-in-Perl-Assignment.txt,5485,4,384,5485,4,"2) perl functions, function with argument, function with return values, function without arguments, function without return value, subroutine, function with multiple return values, video tutorial, perl.",14084,4,2014-07-27 13:15:28,2014-12-20 02:14:55,,6,5485
492,492,Blocks-in-Perl-Slides.zip,5485,4,Blocks-in-Perl-Codefiles.zip,5485,4,Blocks-in-Perl-Assignment.txt,5485,4,384,5485,4,"3)  blocks in perl, begin block in perl, end block in perl, unitcheck block in perl, check block in perl,  init block in perl, video tutorial, perl.",14084,4,2014-07-27 13:15:28,2014-12-20 02:15:07,,6,5485
493,493,Database-and-validation-Slides.zip,1564,4,Database-and-validation-Codefiles.zip,7,4,"",1564,6,486,1564,4,"Java Business-Application , servlets, video tutorial, database,validation",1,4,2014-07-27 13:15:28,2019-08-26 12:43:26,,6,1564
494,494,Creating-and-viewing-inventories-Slides.zip,1564,4,Creating-and-viewing-inventories-Codefiles.zip,1564,4,"",1564,6,493,1564,4,"Java Business-Application , video tutorial, modifying login page to redirect to admin page, fetch book details, fetch borrowed book details, displaying the books borrowed by user.",1,4,2014-07-27 13:15:28,2014-07-27 13:16:03,,6,1564
495,495,Issuing-and-Returning-a-book-Slides.zip,1564,4,Issuing-and-Returning-a-book-Codefiles.zip,1564,4,"",1564,6,494,1564,4,"Java Business-Application , fetching user details,  issuing, returning, book, video tutorial",1,4,2014-07-27 13:15:28,2014-07-27 13:16:03,,6,1564
496,496,Getting-to-know-computers-Slides.zip,4595,4,"",4595,6,"",4595,6,,4595,0,"Parts of a Computer and Laptop, video tutorial, Digital divide.",1,4,2014-07-27 13:15:28,2014-07-27 13:15:28,,6,4595
497,497,Editing-and-Cloning-Transaction-Slides.zip,5373,5,"",1,0,Editing-and-Cloning-Transaction-Assignment.txt,5373,5,466,5373,4,video tutorial,1,0,2014-07-27 13:15:28,2015-10-05 07:26:20,,6,5373
498,498,Sales-and-Purchases-Slides.zip,5373,5,"",1,0,Sales-and-Purchases-Assignment.txt,5373,5,497,5373,4,video tutorial,1,0,2014-07-27 13:15:28,2015-10-05 07:28:12,,6,5373
499,499,Viewing-Reports-Slides.zip,5373,5,"",1,0,Viewing-Reports-Assignment.txt,5373,5,498,5373,4,video tutorial,1,0,2014-07-27 13:15:29,2015-10-05 07:29:13,,6,5373
500,500,Bank-Reconciliation-Slides.zip,5373,5,"",1,0,Bank-Reconciliation-Assignment.txt,5373,5,499,5373,4,video tutorial,1,0,2014-07-27 13:15:29,2015-10-05 07:30:15,,6,5373
501,501,Introduction-to-basics-of-R-Slides.zip,8,4,"",8,6,Introduction-to-basics-of-R-Assignment.pdf,7,4,,8,0,"Video tutorial, spoken tutorial, introduction to R, introduction to RStudio, mathematical operations, creation of vectors, sine of a vector, plotting with R.",7,4,2014-07-27 13:15:29,2019-10-04 12:25:41,,6,8
502,502,Logical-Operators-Slides.zip,2739,4,Logical-Operators-Codefiles.zip,2739,4,Logical-Operators-Assignment.txt,7,4,485,2739,4,"Video tutorial, Bash Shell, Logical AND, Logical OR, Logical NOT.",1,4,2014-07-27 13:15:29,2019-07-24 06:38:37,,6,2739
503,503,Arithmetic-Comparison-Slides.zip,2739,4,Arithmetic-Comparison-Codefiles.zip,2739,4,Arithmetic-Comparison-Assignment.txt,7,4,502,2739,4,"video tutorial, Bash shell, -eq, -ne, -gt, -ge, -lt, -le",1,4,2014-07-27 13:15:29,2019-07-24 06:21:30,,6,2739
504,504,String-and-File-attributes-Slides.zip,2739,4,String-and-File-attributes-Codefiles.zip,2739,4,String-and-File-attributes-Assignment.txt,7,4,503,2739,4,"video tutorial, ==,  !=, string compare, file attributes, Bash Shell.",1,4,2014-07-27 13:15:30,2019-07-24 06:31:41,,6,2739
505,505,Conditional-Loops-Slides.zip,2739,4,Conditional-Loops-Codefiles.zip,7,4,Conditional-Loops-Assignment.txt,7,4,504,2739,4,"For loop in Bash, while loop in Bash, Bash, Video tutorial.",7,4,2014-07-27 13:15:30,2019-07-30 12:20:04,,6,2739
506,506,Introduction-to-RStudio-Slides.zip,7,4,"",46796,6,Introduction-to-RStudio-Assignment.pdf,7,4,501,1,4,"R, RStudio, source window, console window, workspace, plots window, Files window, install packages of R, video tutorial",7,4,2014-07-27 13:15:30,2019-10-04 19:04:46,,6,46796
507,507,Introduction-to-Data-Frames-in-R-Slides.zip,8,4,"",8,6,Introduction-to-Data-Frames-in-R-Assignment.pdf,7,4,501,8,4,"R, Video tutorial, spoken tutorial, data frames, csv file, data display, importing csv files.",1,4,2014-07-27 13:15:30,2019-10-04 12:28:45,,6,8
511,511,Overview-of-Aakash-Business-Tool-Slides.zip,5373,4,"",1,6,Overview-of-Aakash-Business-Tool-Assignment.txt,5373,4,,5373,0,"Video tutorial, Accounting software, Free and open source software, SD card, NGO & Profit making, Proxy Settings, abt.img, ABT.apk",7,4,2014-07-27 13:15:30,2014-09-18 06:32:03,,6,5373
512,512,Maintaining-Organizations-Slides.zip,5373,4,"",5373,6,Maintaining-Organizations-Assignment.txt,5373,4,511,5373,4,"Organization, user, remote server, master menu, video tutorial
 ",7,4,2014-07-27 13:15:30,2014-09-18 06:33:57,,6,5373
513,513,Account-Management-Slides.zip,5373,4,"",1,6,Account-Management-Assignment.txt,5373,4,526,5373,4," Create Account,account code type i.e manual or automated,groups and subgroups,edit Account,delete Account, video tutorial ",7,4,2014-07-27 13:15:31,2014-09-18 06:35:58,,6,5373
514,514,Create-Transaction-Slides.zip,5373,4,"",5373,6,Create-Transaction-Assignment.txt,5373,4,513,5373,4,"Video Tutorial, Organisation, Contra, Journal, Receipt, transaction, Voucher number and Voucher reference number, Payment Mode ",7,4,2014-07-27 13:15:31,2014-09-18 06:36:34,,6,5373
515,515,Transaction-Management-Slides.zip,5373,4,"",1,6,Transaction-Management-Assignment.txt,5373,4,514,5373,4,video tutorial,1,0,2014-07-27 13:15:31,2014-07-27 14:12:42,,6,5373
516,516,Viewing-Reports-Slides.zip,5373,4,"",1,6,Viewing-Reports-Assignment.txt,5373,4,515,5373,4,video tutorial,1,0,2014-07-27 13:15:31,2014-07-27 14:12:43,,6,5373
517,517,Bank-Reconciliation-Slides.zip,5373,4,"",1,6,Bank-Reconciliation-Assignment.txt,5373,4,516,5373,4,video tutorial,1,0,2014-07-27 13:15:31,2014-07-27 14:12:43,,6,5373
518,518,Set-Preferences-Slides.zip,5373,4,"",1,6,Set-Preferences-Assignment.txt,5373,4,516,5373,4,"    Edit/Delete organisation details in ABT
    Adding a project in ABT, Editing a Project in ABT
    Rollover in ABT
    Export/Import organisation in ABt, Video tutorial
",7,4,2014-07-27 13:15:31,2014-09-18 06:39:00,,6,5373
519,519,LaTeX-on-Windows-using-TeXworks-Slides.zip,2817,4,LaTeX-on-Windows-using-TeXworks-Codefiles.zip,2817,4,"",2817,6,,2817,6,"Video tutorial, LaTeX, TeXworks, Windows OS, MikTeX.",7,4,2014-07-27 13:15:31,2020-04-21 12:42:33,,6,7
520,520,Introduction-to-Jmol-Application-Slides.zip,14794,4,"",14794,6,Introduction-to-Jmol-Application-Assignment.txt,7,4,,14794,6,"Jmol application, Menu bar, Tool bar, Jmol panel, organic molecules, energy minizaton, video tutorial.",1,4,2014-07-27 13:15:32,2018-06-07 11:19:23,,6,14794
521,521,Introduction-to-Oscad-Slides.zip,2817,4,"",2817,6,"",2817,6,117,2817,4," Video tutorial, Oscad, schematic, simulation, EDA, PCB layout, scilab, installation. ",1,4,2014-07-27 13:15:32,2014-07-27 13:16:04,,6,2817
522,522,"",1,0,"",1,0,"",1,0,,1,0,"oscad, overview, video tutorial",7,4,2014-07-27 13:15:32,2017-04-10 11:14:59,,6,1
523,523,Model-Village-Hiware-Bazar-Slides.zip,4595,4,Model-Village-Hiware-Bazar-Codefiles.zip,4595,4,"",4595,6,,4595,0,"Problems faced at Hiware bazar, Current condition of Hiware Bazar , video tutorial, Digital divide.
",1,4,2014-07-27 13:15:32,2014-07-27 13:15:32,,6,4595
524,524,Newborn-Child-Care-Slides.zip,7,4,Newborn-Child-Care-Codefiles.zip,4595,4,"",4595,6,525,4595,4,"newborn child care, video tutorial",7,4,2014-07-27 13:15:32,2017-04-10 09:58:23,,6,7
525,525,Pre-Natal-Health-Care-Slides.zip,4595,4,Pre-Natal-Health-Care-Codefiles.zip,4595,4,"",4595,6,523,4595,4,"pre-natal health care, video tutorial",7,4,2014-07-27 13:15:33,2017-04-10 09:58:44,,6,4595
526,526,User-Authentication-and-Role-Slides.zip,5373,4,"",5373,6,User-Authentication-and-Role-Assignment.txt,5373,4,512,5373,4,"Organization,master menu,authentication, user, Login,logout and total time of manager and operator,rights,change username,change password , video tutorial",7,4,2014-07-27 13:15:33,2014-09-18 06:35:08,,6,5373
527,527,Create-and-edit-molecular-models-Slides.zip,14794,4,Create-and-edit-molecular-models-Codefiles.zip,14794,4,Create-and-edit-molecular-models-Assignment.txt,14794,4,520,14794,4,"3D models of chemical structures, molecular visualization, To Add and delete bonds in Jmol, To add and delete atoms in Jmol Application,  To use Pop up menus in Jmol Applications, Contextual menu, video tutorial.",7,4,2014-07-27 13:15:33,2014-11-05 06:09:05,,6,14794
528,528,More-on-Loops-Slides.zip,2739,4,More-on-Loops-Codefiles.zip,2739,4,More-on-Loops-Assignment.txt,7,4,505,2739,4,"For loop in Bash, Nested for loop in Bash, Examples of Nested for loop, Video tutorial.",7,4,2014-07-27 13:15:33,2019-07-24 06:30:47,,6,2739
529,529,Case-statement-Slides.zip,2739,4,Case-statement-Codefiles.zip,2739,4,Case-statement-Assignment.txt,7,4,528,2739,4,"Case Statements, Importance of Case statements, Bash Shell, Syntax of Case statement, examples of Case statement, Video tutorial.",7,4,2014-07-27 13:15:34,2019-07-24 06:24:25,,6,2739
530,530,Orbital-Overlap-Slides.zip,4917,4,"",4917,6,Orbital-Overlap-Assignment.txt,4917,4,420,4917,4,"Atomic orbital, Add or modify an atomic orbital tool, rotation and resize of orbitals, positive, negative overlaps and zero overlap, Video tutorial",7,4,2014-07-27 13:15:34,2020-04-21 11:48:11,,6,4917
531,531,Modify-Display-and-View-Slides.zip,14794,4,Modify-Display-and-View-Codefiles.zip,14794,4,Modify-Display-and-View-Assignment.txt,7,4,527,14794,4,"Molecular models, 3-D models of chemical structures, video tutorial, Jmol tutorial",7,4,2014-07-27 13:15:34,2019-09-11 10:51:21,,6,14794
532,532,Schematic-Creation-and-Simulation-Slides.zip,2817,4,"",2817,6,Schematic-Creation-and-Simulation-Assignment.txt,985,4,521,985,4,"Video tutorial, Oscad, schematic, simulation, EDA, Ngspice, analysis, transient ",7,4,2014-07-27 13:15:34,2014-09-18 06:28:17,,6,2817
534,534,Overview-of-ASCEND-Slides.zip,7,4,Overview-of-ASCEND-Codefiles.zip,19424,4,"",19424,6,,7,6,"ascend, overview, features, video tutorial",7,4,2014-07-27 13:15:34,2017-04-10 09:48:47,,6,7
535,535,Installation-of-ASCEND-Slides.zip,7,4,Installation-of-ASCEND-Codefiles.zip,19424,4,"",19424,6,534,19424,4,"Installation of ASCEND, ASCEND, video tutorial.
",7,4,2014-07-27 13:15:35,2014-09-18 06:04:27,,6,7
536,536,Writing-basic-model-Slides.zip,7,4,Writing-basic-model-Codefiles.zip,19424,4,Writing-basic-model-Assignment.pdf,19424,4,535,7,4,"build a basic model, add methods, write dimensionally consistent equations, video tutorial


",7,4,2014-07-27 13:15:35,2017-04-10 09:49:07,,6,7
537,537,Solving-Cubic-EOS-Slides.zip,7,4,Solving-Cubic-EOS-Codefiles.zip,19424,4,Solving-Cubic-EOS-Assignment.pdf,19424,4,536,19424,4,"Reusable model, Reuse the model for different components, Import data from the Thermodynamics library, ASCEND, video tutorial.",7,4,2014-07-27 13:15:35,2014-09-18 06:05:48,,6,7
538,538,Simulating-flowsheet-Slides.zip,7,4,Simulating-flowsheet-Codefiles.zip,19424,4,Simulating-flowsheet-Assignment.pdf,7,4,537,19424,4,"Model a mixer, Model a reactor, Connecting different components in a single flowsheet, Running the flowsheet, video tutorial, ASCEND",7,4,2014-07-27 13:15:36,2018-05-17 09:21:40,,6,7
539,539,Iterative-calculations-and-Plotting-Graphs-Slides.zip,7,4,Iterative-calculations-and-Plotting-Graphs-Codefiles.zip,19424,4,Iterative-calculations-and-Plotting-Graphs-Assignment.pdf,19424,4,538,7,4,"for loop in ascend, arrays in model, plot graphs using ascend, video tutorial",7,4,2014-07-27 13:15:36,2017-04-10 09:48:30,,6,7
540,540,Measurements-and-Labeling-Slides.zip,14794,4,Measurements-and-Labeling-Codefiles.zip,7,4,Measurements-and-Labeling-Assignment.txt,7,4,531,14794,4,"Molecular models in Jmol Application, 3D-Visualization, video tutorial, Jmol tutorial, 3D models of Carboxylic acid, 3D models of Nitroalkane. ",7,4,2014-07-27 13:15:37,2019-09-11 11:32:14,,6,14794
541,541,Designing-Printed-Circuit-Board-Slides.zip,985,4,"",985,6,Designing-Printed-Circuit-Board-Assignment.txt,985,4,532,985,4,"Video tutorial, Oscad, schematic, EDA, PCB, layout, footprints, Map footprints to components ",7,4,2014-07-27 13:15:37,2014-09-18 06:27:53,,6,985
542,542,Basics-of-functions-Slides.zip,2739,4,Basics-of-functions-Codefiles.zip,2739,4,Basics-of-functions-Assignment.txt,7,4,603,2739,4,"Function, Important of functions, To declare a function, To call a function, Flow of function, Bash shell, Video tutorial.",7,4,2014-07-27 13:15:37,2019-07-24 06:22:56,,6,2739
543,543,Object-Oriented-Concept-in-Ruby-Slides.zip,5128,4,Object-Oriented-Concept-in-Ruby-Codefiles.zip,5128,4,Object-Oriented-Concept-in-Ruby-Assignment.txt,7,4,423,5128,4,"Object Oriented Concept in Ruby, Creating Class in Ruby, Creating Objects in Ruby, Method defining In Ruby, Ruby tutorials, Video tutorial",1,4,2014-07-27 13:15:37,2014-12-16 07:22:44,,6,5128
544,544,Subclassing-and-Method-Overriding-Slides.zip,1564,4,Subclassing-and-Method-Overriding-Codefiles.zip,1564,4,Subclassing-and-Method-Overriding-Assignment.txt,7,4,334,1564,4,"Subclassing in Java, extends keyword in Java, overriding, method overriding in Java, Java, Eclipse IDE, video tutorial ",7,4,2014-07-27 13:15:37,2019-12-03 09:39:34,,6,1564
545,545,Script-Console-and-Script-Commands-Slides.zip,14794,4,Script-Console-and-Script-Commands-Codefiles.zip,14794,4,Script-Console-and-Script-Commands-Assignment.txt,14794,4,540,14794,4,"Script documentation in Jmol Aplication, script commands, Molecular visualization, 3D models of chemical structures, Script console window, Video tutorial ",7,4,2014-07-27 13:15:37,2014-09-18 06:21:23,,6,14794
546,546,More-on-functions-Slides.zip,2739,4,More-on-functions-Codefiles.zip,2739,4,More-on-functions-Assignment.txt,7,4,542,2739,4,"Local variable in Bash, To define local variable within a function, To define global variable within a function,  Function in Bash, Function call in Bash, Video tutorial.",7,4,2014-07-27 13:15:37,2019-07-24 06:30:34,,6,2739
547,547,Features-of-GChem3D-Slides.zip,4917,4,"",4917,6,Features-of-GChem3D-Assignment.txt,4917,4,421,4917,4,"menu bar, file types, model types, change background color, GChemPaint, video tutorial ",7,4,2014-07-27 13:15:38,2020-04-21 11:49:07,,6,4917
548,548,Resonance-Structures-Slides.zip,4917,4,Resonance-Structures-Codefiles.zip,4917,4,Resonance-Structures-Assignment.txt,4917,4,421,4917,4,"Show Electron shift and Resonance Structures, Create a reaction pathway, Create a mesomeric pathway, Build Retrosynthetic Pathway,GChempaint tutorials, Video tutorial.",7,4,2014-07-27 13:15:38,2014-09-18 05:54:39,,6,4917
549,549,Features-and-Color-Schemes-Slides.zip,4917,4,"",4917,6,Features-and-Color-Schemes-Assignment.txt,4917,4,547,4917,4,"Periodic table of the element buttons, Elemental window, Color Schemes, Video tutorial",7,4,2014-07-27 13:15:38,2017-10-09 07:33:28,,6,4917
