,Unnamed: 0,question_id,parsed_title,parsed_body_ques,parsed_body_ans,category,tutorial,keyword,cos
6529,6529,3332.0,reversing list issue,"we have used sorted(marks,reverse=true)why can't we use marks.sort(reverse=true) to perform changes in marks itself ?",both are correct ways to do reversal. the difference is that .sort will sort the list in place while sorted will create a new list.,Python-3.4.3,Manipulating-lists,"Python, Concatenation, Slicing and Striding of listes, Sorting and reversing lists, video tutorial.",0.0
2587,2587,1426.0,"sir , numpy installed bt linspace command is not working","sir , numpy installed bt linspace command is not working",%pylabis the command to initialize and  execute matplotlib library.after execution of above command you can plot graphs,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2586,2586,1426.0,"sir , numpy installed bt linspace command is not working","sir , numpy installed bt linspace command is not working","hello, have you started the ipython console correctly? have you started the ipython console with the commandipython --pylabyou can also use %pylab after starting the ipython console. this should allow you to use linspace command directly",Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
6531,6531,3332.0,reversing list issue,"we have used sorted(marks,reverse=true)why can't we use marks.sort(reverse=true) to perform changes in marks itself ?",both are correct ways to do reversal. the difference is that .sort will sort the list in place while sorted will create a new list.,Python-3.4.3,Manipulating-lists,"Python, Concatenation, Slicing and Striding of listes, Sorting and reversing lists, video tutorial.",0.0
2584,2584,1414.0,%pylab command not working,%pylab command is not working in ipython. and we reinstalled visual components but the same error occursimporterror: dll load failed: the specified module could not be found.,still problem persists.,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2583,2583,1414.0,%pylab command not working,%pylab command is not working in ipython. and we reinstalled visual components but the same error occursimporterror: dll load failed: the specified module could not be found.,installing the visual c++ redistributable for visual studio 2015 from the link given below may solve the problem.https://www.microsoft.com/en-us/download/details.aspx?id=48145please try installing this and try again.,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2581,2581,1411.0,regarding instruction set,"while using instruction set linspace we are assigning space before typing the highest value and the lowest value we are giving space only the answer will be provided else error is shown.example:linspace (1,100,100)-no errorlinspace(1,100,100)- errorwhat is the use of spacewhile using abs instruction we didnot use any space in between?explain me the reason?",the space should not matter. there is not specific importance to spaces in the situation that you specify here.please let us know the complete error traceback here so that we can find the cause of the issue,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2596,2596,2466.0,doubt in assignment, plot(sin(x)*sin(x))/xit gives error.,command to plot is plot((sin(x)*sin(x))/x).this should work.,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2580,2580,1386.0,plotting of functions in python,"how do we plot parabola, hyperbola and an ellipse?","you can plot parabola using its equation, as followsstep 1 :  import plot library import matplotlibstep 2: create data range i.e. you want 20 points starting from -50 to +50x=linespace(-50,50,20)step 3: lets say parabola equation is y=x**2, it will store square value of each x`s point into y  y=x**2step 4: now, we have x and y both, so, first initiate plot library than plot %pylabplot(x,y)",Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2579,2579,1386.0,plotting of functions in python,"how do we plot parabola, hyperbola and an ellipse?","you will plot them similar to how you will plot the sin plot. if you remember in sin plot you mentioned the equation that you desired in the plot function.for parabola, hyperbola and ellipses you will similarly specify the relevant functions along with the x value in the plot functions.this could be a good exercise to see if you have understood how the plot function working.",Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2578,2578,1373.0,plotting (sin(x)*sin(x))/x,how to identify maxima using zoom?,kindly elaborate.,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
6606,6606,3334.0,adding a key,"at 4:29 min when u r adding key as height it is getting added alphabetically , but at 6:03min you say keys of dictionary are not ordered. it's confusing.why student['height']=6.2 not getting added at last in student dict?","in theory, dictionaries do not guarantee order, which means you may be able to see that the keys are in order, but when you iterate over them or use them in a program, you should not rely on the order, that is bad design.",Python-3.4.3,Dictionaries,"Python, Creating dictionaries, Keys and vakues, Iteration, Checking for elements, video tutorial.",0.0
2576,2576,1363.0,linspace(),what is the use of linspace() function? why it is used with plot()?,"in python linspace() is used to create sequences of evenly spaced values within a defined interval. we need to specify a starting point and ending point of interval and then total no.of points you want in that interval.e.g. linspace(start=0,stop=5,num=10)-this will generate a numpy array of ten points as 0,0.5,1.0,1.5...and so on.when we want to generate a plot , we require some input to be provided . suppose you want to generate a plot for sin() function , we can provide the output of linspace as input for the sin() function.p1=numpy.linspace(0,2,10)plot(p1.sin(p1)this will generate a sin() plot.",Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2575,2575,1363.0,linspace(),what is the use of linspace() function? why it is used with plot()?,linspace() is a tool in python for creating numeric sequences. linspace function createssequences of evenly spaced values within a defined interval. you can then plot those valueson canvas using .plot() function. ,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2574,2574,1347.0,attribute error in %pylab,"in [4]: %pylab---------------------------------------------------------------------------attributeerror                            traceback (most recent call last)<ipython-input-4-4ea51f371400> in <module>----> 1 get_ipython().run_line_magic('pylab', '')c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\interactiveshell.py in run_line_magic(self, magic_name, line, _stack_depth)   2305                 kwargs['local_ns'] = sys._getframe(stack_depth).f_locals   2306             with self.builtin_trap:-> 2307                 result = fn(*args, **kwargs)   2308             return result   2309<c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\decorator.py:decorator-gen-110> in pylab(self, line)c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\magic.py in <lambda>(f, *a, **k)    185     # but it's overkill for just that one bit of state.    186     def magic_deco(arg):--> 187         call = lambda f, *a, **k: f(*a, **k)    188    189         if callable(arg):c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\magics\\pylab.py in pylab(self, line)    153             import_all = not args.no_import_all    154--> 155         gui, backend, clobbered = self.shell.enable_pylab(args.gui, import_all=import_all)    156         self._show_matplotlib_backend(args.gui, backend)    157         print (""populating the interactive namespace from numpy and matplotlib"")c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\interactiveshell.py in enable_pylab(self, gui, import_all, welcome_message)   3421         from ipython.core.pylabtools import import_pylab   3422-> 3423         gui, backend = self.enable_matplotlib(gui)   3424   3425         # we want to prevent the loading of pylab to pollute the user'sc:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\interactiveshell.py in enable_matplotlib(self, gui)   3382                 gui, backend = pt.find_gui_and_backend(self.pylab_gui_select)   3383-> 3384         pt.activate_matplotlib(backend)   3385         pt.configure_inline_support(self, backend)   3386c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\pylabtools.py in activate_matplotlib(backend)    311     matplotlib.rcparams['backend'] = backend    312--> 313     import matplotlib.pyplot    314     matplotlib.pyplot.switch_backend(backend)    315c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\pyplot.py in <module>     30 from cycler import cycler     31 import matplotlib---> 32 import matplotlib.colorbar     33 import matplotlib.image     34 from matplotlib import rcsetup, stylec:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\colorbar.py in <module>     27 import matplotlib.artist as martist     28 import matplotlib.cbook as cbook---> 29 import matplotlib.collections as collections     30 import matplotlib.colors as colors     31 import matplotlib.contour as contourc:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\collections.py in <module>     15     16 import matplotlib as mpl---> 17 from . import (_path, artist, cbook, cm, colors as mcolors, docstring,     18                lines as mlines, path as mpath, transforms)     19 import warningsc:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\cm.py in <module>     25     26 import matplotlib as mpl---> 27 import matplotlib.colors as colors     28 import matplotlib.cbook as cbook     29 from matplotlib._cm import datadattributeerror: module 'matplotlib' has no attribute 'colors'",you don't need to run %pylab inside the ipython terminal. you can directly use the command ipython --pylab from the command prompt.if it still shows the same issue then please run the command pip3 install -u matplotlib in the command  prompt to upgrade the package.,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2573,2573,1346.0,attribute error in %pylab,attribute error in %pylab,"in [4]: %pylab---------------------------------------------------------------------------attributeerror                            traceback (most recent call last)<ipython-input-4-4ea51f371400> in <module>----> 1 get_ipython().run_line_magic('pylab', '')c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\interactiveshell.py in run_line_magic(self, magic_name, line, _stack_depth)   2305                 kwargs['local_ns'] = sys._getframe(stack_depth).f_locals   2306             with self.builtin_trap:-> 2307                 result = fn(*args, **kwargs)   2308             return result   2309<c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\decorator.py:decorator-gen-110> in pylab(self, line)c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\magic.py in <lambda>(f, *a, **k)    185     # but it's overkill for just that one bit of state.    186     def magic_deco(arg):--> 187         call = lambda f, *a, **k: f(*a, **k)    188    189         if callable(arg):c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\magics\\pylab.py in pylab(self, line)    153             import_all = not args.no_import_all    154--> 155         gui, backend, clobbered = self.shell.enable_pylab(args.gui, import_all=import_all)    156         self._show_matplotlib_backend(args.gui, backend)    157         print (""populating the interactive namespace from numpy and matplotlib"")c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\interactiveshell.py in enable_pylab(self, gui, import_all, welcome_message)   3421         from ipython.core.pylabtools import import_pylab   3422-> 3423         gui, backend = self.enable_matplotlib(gui)   3424   3425         # we want to prevent the loading of pylab to pollute the user'sc:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\interactiveshell.py in enable_matplotlib(self, gui)   3382                 gui, backend = pt.find_gui_and_backend(self.pylab_gui_select)   3383-> 3384         pt.activate_matplotlib(backend)   3385         pt.configure_inline_support(self, backend)   3386c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\ipython\\core\\pylabtools.py in activate_matplotlib(backend)    311     matplotlib.rcparams['backend'] = backend    312--> 313     import matplotlib.pyplot    314     matplotlib.pyplot.switch_backend(backend)    315c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\pyplot.py in <module>     30 from cycler import cycler     31 import matplotlib---> 32 import matplotlib.colorbar     33 import matplotlib.image     34 from matplotlib import rcsetup, stylec:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\colorbar.py in <module>     27 import matplotlib.artist as martist     28 import matplotlib.cbook as cbook---> 29 import matplotlib.collections as collections     30 import matplotlib.colors as colors     31 import matplotlib.contour as contourc:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\collections.py in <module>     15     16 import matplotlib as mpl---> 17 from . import (_path, artist, cbook, cm, colors as mcolors, docstring,     18                lines as mlines, path as mpath, transforms)     19 import warningsc:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\cm.py in <module>     25     26 import matplotlib as mpl---> 27 import matplotlib.colors as colors     28 import matplotlib.cbook as cbook     29 from matplotlib._cm import datadattributeerror: module 'matplotlib' has no attribute 'colors'",Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2572,2572,1346.0,attribute error in %pylab,attribute error in %pylab,"hello, please can you copy and paste the complete error and the traceback in a pastebin service such as dpaste.com and paste the link over here.we will need the complete traceback to be able to figure out the exact cause of the error",Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2571,2571,1346.0,attribute error in %pylab,attribute error in %pylab,can you please post a more detailed stacktrace of the error you are getting.thanks.,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
2570,2570,1345.0,error in installing while importing matplotlib,"in [2]: import matplotlib---------------------------------------------------------------------------importerror                               traceback (most recent call last)<ipython-input-2-0484cd13f94d> in <module>----> 1 import matplotlibc:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\__init__.py in <module>    198    199--> 200 _check_versions()    201    202c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\site-packages\\matplotlib\\__init__.py in _check_versions()    192             (""pyparsing"", ""2.0.1""),    193     ]:--> 194         module = importlib.import_module(modname)    195         if looseversion(module.__version__) < minver:    196             raise importerror(""matplotlib requires {}>={}; you have {}""c:\\users\\pgm23\\appdata\\local\\programs\\python\\python36-32\\lib\\importlib\\__init__.py in import_module(name, package)    124                 break    125             level += 1--> 126     return _bootstrap._gcd_import(name[level:], package, level)    127    128importerror: dll load failed: the specified module could not be found.in [3]:",installing the visual c++ redistributable for visual studio 2015 from the link given below may solve the problem.</span>https://www.microsoft.com/en-us/download/details.aspx?id=48145please let us know if you face any problem.thanks.,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
6525,6525,3141.0,slicing a list,"week_name=[""mon"",""tue"",""wed"",""thu"",""fri"",""sat"",""sun""]why does week_name[-1:-5] returns [ ]","the pointer that traverses the list when slicing or striding only moves from left to right, so when you say week_name[-1:-5], the interpreter tries to start from -1 (sun) and move towards the right to fetch more elements, however there are no more elements to the right of -1 hence it returns an empty list",Python-3.4.3,Manipulating-lists,"Python, Concatenation, Slicing and Striding of listes, Sorting and reversing lists, video tutorial.",0.0
2597,2597,3224.0,ipython crashed,"dear sir/ madam, i encountered an error that my ipython crashed. kindly help me what should i do.",please try reinstalling. please add screenshots or traceback reports in case issue persists,Python,Using-the-plot-command-interactively,"Python, Creating simple plots of mathematical functions,  Using figure window to study plots, video tutorial.",0.0
3425,3425,1927.0,function return,how function can return a value without writing return statement in its definition?help me out pls,"a function (whose return type is not void), has to return something of the appropriate return type (e.g. int) using a return statement.  otherwise the compiler will show an error.",C-and-Cpp,Functions,"Python-Old-Version, Functions , function call, video tutorial.",0.0
3379,3379,1508.0,split all letters of a word,"how to split the string ""hello"" to obtain individual alphabets?","list(""hello"")",Python-3.4.3,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3423,3423,1927.0,function return,how function can return a value without writing return statement in its definition?help me out pls,"a function (whose return type is not void), has to return something of the appropriate return type (e.g. int) using a return statement.  otherwise the compiler will show an error.",C-and-Cpp,Functions,"Python-Old-Version, Functions , function call, video tutorial.",0.0
5154,5154,1493.0,range(),what is the purpose of range()?,range is a generator it is used to create a iterable of series of values,Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
3419,3419,417.0,switch statement,"#include <stdio.h>#include <stdlib.h>int main(){int i;int sq;for(i=1; i<=10; i=i=1){    switch(i%2){case o:        printf(""%d is even.\\n"", even);        braek;    case 1:        printf(""m% d is odd.\\n"",i);        braek;    }        }        scanf(""%s"");    return 1;}this programm not running please tell me error","hello sir/madam1. you have used even in line - 12 as a variable which is undeclared2. the line -13 and line 16 contains braek which should be replace by ""break""3. you used ""case o"" in place of ""case 0""(zero) in line 14",C-and-Cpp,Functions,"Python-Old-Version, Functions , function call, video tutorial.",0.0
3395,3395,3001.0,change s='hello' to s='hello'.,cant we reassign s='hello' or use capatilize fn(s=s.capitalize)?,"you can take these steps. out of the two, capitalize is a better answer because you are supposed to convert the string and not reassign. however the tutorial does not cover capitalize and hence that is not provided as an answer.",Python-3.4.3,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3393,3393,3001.0,change s='hello' to s='hello'.,cant we reassign s='hello' or use capatilize fn(s=s.capitalize)?,"you can take these steps. out of the two, capitalize is a better answer because you are supposed to convert the string and not reassign. however the tutorial does not cover capitalize and hence that is not provided as an answer.",Python-3.4.3,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3391,3391,2876.0,split a single word,how to split a word without special symbol,thanks sir l,Python,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3389,3389,2876.0,split a single word,how to split a word without special symbol,thanks sir l,Python,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3387,3387,2876.0,split a single word,how to split a word without special symbol,use the split method with an empty string parameter 'adsf'.split(''),Python,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3385,3385,2876.0,split a single word,how to split a word without special symbol,use the split method with an empty string parameter 'adsf'.split(''),Python,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3383,3383,1508.0,split all letters of a word,"how to split the string ""hello"" to obtain individual alphabets?","yes, it is possible. firstly, store the word hello into a variable as shown: s=""hello""secondly, use the function split as shown: print(s.split())",Python-3.4.3,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3381,3381,1508.0,split all letters of a word,"how to split the string ""hello"" to obtain individual alphabets?","yes, it is possible. firstly, store the word hello into a variable as shown: s=""hello""secondly, use the function split as shown: print(s.split())",Python-3.4.3,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3377,3377,1508.0,split all letters of a word,"how to split the string ""hello"" to obtain individual alphabets?","list(""hello"")",Python-3.4.3,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
6518,6518,3107.0,lstsq function,what is the use of rcond argument in the function lstsq? what are the values that it can take?,"cut-off ratio for small singular values of 1st param. for the purposes of rank determination, singular values are treated as zero if they are smaller than rcond times the largest singular value of 1st param.please see this link for more details - https://numpy.org/doc/stable/reference/generated/numpy.linalg.lstsq.html",Python-3.4.3,Least-square-fit,"Python, Generationg least square fit line, video tutorial.",0.0
3375,3375,383.0,error in video,"respected sir,there is an error into  question segment.the second question is [""given strings s and t ,""s = ""hello"""" and ""t = ""world"""" and an integer r, ""r = 2"". what is the output of s * r + s* t] ?. please check the video and make the correction if need of it.thank you.","dear user,thank you for the indication. we will soon update the tutorial.",Python,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3373,3373,383.0,error in video,"respected sir,there is an error into  question segment.the second question is [""given strings s and t ,""s = ""hello"""" and ""t = ""world"""" and an integer r, ""r = 2"". what is the output of s * r + s* t] ?. please check the video and make the correction if need of it.thank you.","dear user,thank you for the indication. we will soon update the tutorial.",Python,Getting-started-with-strings,"Python, Strings, Concatenation of string, Printing a string, Accessing individual elements, video tutorial.",0.0
3055,3055,1396.0,list,what is the difference between del and remove command in a list?,del command takes a index or a range of index as an argument meaning it is meant to be used to remove a range of values corresponding to the indices from a list.remove on the other hand removes the first occurrence of the values that you specify.,Python,Getting-started-with-lists,"Python, Creating lists, Accessing list elements, Appending elements to lists, Deleting elements, video tutorial.",0.0
3054,3054,1396.0,list,what is the difference between del and remove command in a list?,"remove method: takes a value as input, searches for it, removes the first match. if the item is not found it errors out.del function: removes an item at a specific index, can delete all elements or a slice.",Python,Getting-started-with-lists,"Python, Creating lists, Accessing list elements, Appending elements to lists, Deleting elements, video tutorial.",0.0
3053,3053,272.0,help pls with -pylab,python -pylab nt starting on anaconda ya on cmd running on windows 10 gives me nt defined error,anaconda version!! im  a complete newbie!!https://drive.google.com/file/d/0b7whdo_w5jttmuphlvluwvh4rta/view?usp=sharing,Python,Getting-started-with-lists,"Python, Creating lists, Accessing list elements, Appending elements to lists, Deleting elements, video tutorial.",0.0
3052,3052,272.0,help pls with -pylab,python -pylab nt starting on anaconda ya on cmd running on windows 10 gives me nt defined error,,Python,Getting-started-with-lists,"Python, Creating lists, Accessing list elements, Appending elements to lists, Deleting elements, video tutorial.",0.0
3051,3051,272.0,help pls with -pylab,python -pylab nt starting on anaconda ya on cmd running on windows 10 gives me nt defined error,"hi,hope you have the newest version of anaconda installed.-pylab is not required if you are using the latest version.just type>>> ipythonon the cmd & i think it should run.if it says ipython is not a recognized command, you will have to specify path of your ipython installation folder in the environment variable ""path""regards",Python,Getting-started-with-lists,"Python, Creating lists, Accessing list elements, Appending elements to lists, Deleting elements, video tutorial.",0.0
3050,3050,3131.0,getting error in cat and loadtxt,"dear sir,i place of 'cat command' i am using' %pycat command' to fetch the data in command prompt.is it correct?i am operating python in windows 10 and while running the loadtxt command i am continuously getting erroryear,profit= loadtxt('c:\users\manisha\desktop\data code\company-a-data.txt',unpack=true)  but i am getting error  file ""<ipython-input-58-097f699b5275>"", line 1    year,profit= loadtxt('c:\users\manisha\desktop\data code\company-a-data.txt',unpack=true)                        ^syntaxerror: (unicode error) 'unicodeescape' codec can't decode bytes in position 2-3: truncated \uxxxxxxxx escapeplease provide solution of this problem","please try !type command followed by the filepath and check if issue persists.make sure you are not copy pasting the path, type the path in the console. ",Python,Other-types-of-plots,"Python, Creation of scatter plot, pie charts, bar charts, log-log plots, matploylib, video tutorial.",0.0
3049,3049,2453.0,company-a-data.txt,"company-a-data.txt file is mission, kindly provide the file...",it is available under the code files section. please check it once again and try downloading it.,Python,Other-types-of-plots,"Python, Creation of scatter plot, pie charts, bar charts, log-log plots, matploylib, video tutorial.",0.0
3048,3048,271.0,loadtxt() is showing valueerror. help!,"dear sir/madam,i'm using linux ubuntu.in spoken tutorial number 9 for python, ""other types of plots"", i'm receiving a valueerror after inserting input for loadtxt function. firstly, i download the code files for this tutorial. ""2-3/company-a-data.txt""then enter first input as per shown:in [1]: cat /home/hamzak/2-3/company-a-data.txt2.000000000000000000e+03 2.001000000000000000e+03 2.002000000000000000e+03 2.003000000000000000e+03 2.004000000000000000e+03 2.005000000000000000e+03 2.006000000000000000e+03 2.007000000000000000e+03 2.008000000000000000e+03 2.009000000000000000e+03 2.010000000000000000e+032.300000000000000000e+01 5.500000000000000000e+01 3.200000000000000000e+01 6.500000000000000000e+01 8.800000000000000000e+01 5.000000000000000000e+00 1.400000000000000000e+01 6.700000000000000000e+01 2.300000000000000000e+01 2.300000000000000000e+01 1.200000000000000000e+01in [2]: year,profit = loadtxt('/home/hamzak/2-3/company-a-data.txt',dtype=type(int()))---------------------------------------------------------------------------valueerror traceback (most recent call last)<ipython-input-2-651cfa2ff470> in <module>()----> 1 year,profit = loadtxt('/home/hamzak/2-3/company-a-data.txt',dtype=type(int()))/usr/lib/python2.7/dist-packages/numpy/lib/npyio.pyc\\\\r\\\\n in loadtxt(fname, dtype, comments, delimiter, converters, skiprows, \\\\r\\\\nusecols, unpack, ndmin) 846 vals = [vals[i] for i in usecols] 847 # convert each value according to its column and store--> 848 items = [conv(val) for (conv, val) in zip(converters, vals)] 849 # then pack it according to the dtype's nesting 850 items = pack_items(items, packing)valueerror: invalid literal for long() with base 10: '2.000000000000000000e+03'i'm not sure why this is error is occurring, is there something wrong with the company-a-data.txt file?please advice. thank you.","dear user,try with float,year,profit = loadtxt('company-a-data.txt',dtype=type(float()))hope this helps,",Python,Other-types-of-plots,"Python, Creation of scatter plot, pie charts, bar charts, log-log plots, matploylib, video tutorial.",0.0
3047,3047,271.0,loadtxt() is showing valueerror. help!,"dear sir/madam,i'm using linux ubuntu.in spoken tutorial number 9 for python, ""other types of plots"", i'm receiving a valueerror after inserting input for loadtxt function. firstly, i download the code files for this tutorial. ""2-3/company-a-data.txt""then enter first input as per shown:in [1]: cat /home/hamzak/2-3/company-a-data.txt2.000000000000000000e+03 2.001000000000000000e+03 2.002000000000000000e+03 2.003000000000000000e+03 2.004000000000000000e+03 2.005000000000000000e+03 2.006000000000000000e+03 2.007000000000000000e+03 2.008000000000000000e+03 2.009000000000000000e+03 2.010000000000000000e+032.300000000000000000e+01 5.500000000000000000e+01 3.200000000000000000e+01 6.500000000000000000e+01 8.800000000000000000e+01 5.000000000000000000e+00 1.400000000000000000e+01 6.700000000000000000e+01 2.300000000000000000e+01 2.300000000000000000e+01 1.200000000000000000e+01in [2]: year,profit = loadtxt('/home/hamzak/2-3/company-a-data.txt',dtype=type(int()))---------------------------------------------------------------------------valueerror traceback (most recent call last)<ipython-input-2-651cfa2ff470> in <module>()----> 1 year,profit = loadtxt('/home/hamzak/2-3/company-a-data.txt',dtype=type(int()))/usr/lib/python2.7/dist-packages/numpy/lib/npyio.pyc\\\\r\\\\n in loadtxt(fname, dtype, comments, delimiter, converters, skiprows, \\\\r\\\\nusecols, unpack, ndmin) 846 vals = [vals[i] for i in usecols] 847 # convert each value according to its column and store--> 848 items = [conv(val) for (conv, val) in zip(converters, vals)] 849 # then pack it according to the dtype's nesting 850 items = pack_items(items, packing)valueerror: invalid literal for long() with base 10: '2.000000000000000000e+03'i'm not sure why this is error is occurring, is there something wrong with the company-a-data.txt file?please advice. thank you.","dear user,your file contains \\r\\n.the file on the website does not have them. you probably getting this error because of \\r\\n. without them you will get proper result.hope this helps,thank you.",Python,Other-types-of-plots,"Python, Creation of scatter plot, pie charts, bar charts, log-log plots, matploylib, video tutorial.",0.0
5152,5152,1473.0,registration 4 it club,how to create script in ipython?,can you please elaborate.,Python,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
5158,5158,1494.0,"in windows, range(1,5) not showing expected output [1,2,3,4,5], why?","in windows, range(1,5) not showing expected output [1,2,3,4,5], why?","this is not the expected output. when you run the function range, it will start from the mentioned starting point and it will end one before the destination point. in this particular case, you will be getting the output as [1,2,3,4] and not [1,2,3,4,5]. to get the output as [1,2,3,4,5], you need to write the following range function:range(1,6)regards.",Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
5156,5156,1493.0,range(),what is the purpose of range()?,range is a generator it is used to create a iterable of series of values,Python-3.4.3,Getting-started-with-for,"Python, Blocks of code, For loop, range() function, Writing blocks in python and ipython interpreter, video tutorial.",0.0
6272,6272,3422.0,%run marks.py error,"%run marks.pyit shows that  math_marks_mean = sum(math_marks_a)/len(math_marks_a)then it shows that type error : unsupported operand type(s) for /: 'float' and 'builtin_function_or_method,",out of the divisor and the dividend in the division operation you are using a float value and a function object. both of those cannot be divided hence the errorplease check if you are missing any brackets/syntactical issues and try again. usually it is good to assign every value to a variable first and then use it in a math expression to avoid such errors and allow to debug easily.,Python-3.4.3,Parsing-data,"Python, Spliting a string, Removing the whitespace, Converting the datatypes, video tutorial.",0.0
