id,uid,category,tutorial,minute_range,second_range,title,body,date_created,date_modified,views,status
360,650625,Drupal,Content-Management-in-Admin-Interface,00-01,40-50,how to change sitename?,"<span style=""line-height: 21.4286px;"">this is the interface i have . i want to change the site name from tutorial to ""Drupal 8 training""</span><div style=""line-height: 21.4286px;"">http://pasteboard.co/2vmERTPKA.png</div><div style=""line-height: 21.4286px;"">how do i do this?</div><div style=""line-height: 21.4286px;"">in the video its ""drupal 8""</div>",2016-07-30 06:45:35,2020-10-09 21:52:16,784,1
361,650625,Drupal,Content-Management-in-Admin-Interface,13-14,20-30,how to change/remove shortcuts.,"<div>what does ""shortcut icon"" option does?</div>http://pasteboard.co/2vKUX3EOw.png<div>i want to change the shorcuts logo from star to drupal logo.is it possible.</div><div>i also wnat to remove shortcuts options.is it possible?</div>",2016-07-30 07:07:57,2020-10-11 00:42:21,717,1
362,650625,Drupal,Configuration-Management-in-Admin-Interface,05-06,30-40,how to change picture size limit.,http://pasteboard.co/2w85Ub2bQ.png<div>the max size limit is 30kb by default.how to change this limit.</div>,2016-07-30 07:27:53,2020-10-11 00:43:24,761,1
363,650641,Drupal,Editing-Existing-Content,08-09,30-40,How to use copy and paste buttons?,"Added copy and paste icons as suggested in the video.<br>Then went to content, clicked article, then edit article. In Basic HTML, copy and paste buttons are available, but when some text is selected and copy is clicked, followed by paste, it is saying, <br>'because of the browser security setting, paste is not allowed, so use control + v for pasting it manually.<br>How to disable browser security setting in Firefox / Chrome, so that paste button will work directly?<br><br>",2016-07-30 07:28:52,2020-10-09 21:07:26,676,1
364,316090,Drupal,Creating-Basic-Content,10-11,0-10,Changing weight,Why I don't see any change in site when changes the weight from 0 to 5?<br>,2016-07-30 07:29:47,2020-10-09 20:36:20,700,1
365,316090,Drupal,Editing-Existing-Content,09-10,30-40,Limit allowed html tags and corrected html faults,"&nbsp;I dont see ""Limit allowed html tags and corrected html faults"" options<br>",2016-07-30 08:29:45,2020-10-09 21:26:23,1015,1
366,4917,Drupal,Content-Management-in-Admin-Interface,00-01,50-60,Appearance of the admin toolbar,In tutorial it shows the admin tool bar in horizontal direction. But for it comes in vertical direction.<div>How to change it?</div><div>Why it comes like that?</div>,2016-07-30 09:52:16,2020-10-11 00:43:42,731,1
367,650679,Drupal,Modifying-the-Display-of-Content,12-13,40-50,Mistake in narration,"While entering custom date in PHP date format, in order to represent the day of the week, the first character should be lower case L, but the narrator erroneously says lower case i.<br>",2016-07-30 10:32:50,2020-10-11 00:07:54,668,1
368,650625,Drupal,Creating-New-Content-Types,07-08,30-40,why do we face issue of upscaling?,"by the video i understood the concept in way that ,<div>user uploads image of lets say 3 mB wth high pixel count.</div><div>now that 3mB image will be compressed to fewer pixels &nbsp;and store into database(less pixels less size).</div><div>now when the webapage is loaded why does a 3mB image be shown to user as that &nbsp;3mB image is &nbsp;not even stored somewhere.</div><div>does the tutor mena it will be upscaled(interpolated ) to higher pixel image when webpage is requested?</div><div>also if possbile please answer type of compression</div>",2016-07-30 10:38:03,2020-10-09 21:07:31,521,1
369,650625,Drupal,Creating-New-Content-Types,11-12,40-50,file directory,http://pasteboard.co/2zxcatKx0.png<div>please post the answer for this exercise.</div><div>video has not explained file Directory in detail</div><div><br></div>,2016-07-30 10:50:29,2020-10-10 23:44:35,591,1
370,316090,Drupal,Creating-Dummy-Content,03-04,50-60,Development,"Though I have followed all the steps, development block is not seen.<br>I tried again but it shows ""Chaos tool is already installed""<br>",2016-07-30 10:59:58,2020-10-10 23:24:43,766,1
371,610577,Python,Using-the-plot-command-interactively,03-04,20-30,Ploting Error,When i use plot command.It accept it but don't popup a new plot window.Please help me to solve the problem.Thank You.<br>,2016-08-01 12:18:01,2020-10-10 06:48:03,794,1
372,13683,C-and-Cpp,First-C-Program,00-01,0-10,Creation and execution of C Programmes in Windows environment using MinGW compiler,"Dear Sir/Madam, I have successfully installed MinGW compiler on my \r\nsystem in windows environment. But in tutorial segment the demo has been\r\n given only of program execution in ubuntu operating system. So kindly \r\nguide me how to use this MinGW compiler in windows environment.<br>Thanks &amp; regards<br>Suneel",2016-08-03 09:54:14,2020-10-09 22:33:35,1099,1
373,657395,Advance-C,Command-line-arguments-in-C,0-1,0-10,Doubt,"I just wanted to ask &nbsp;wether same commands which we are using on ubuntu gcc compiler are valid on windows compiler or we have to make some alteration in codingg style",2016-08-04 11:58:18,2020-10-10 23:36:54,673,0
381,13683,C-and-Cpp,First-C-Program,00-01,0-10,How to use MinGW compiler in windows environment,"Dear Sir/Madam, I have performed all the steps as mentioned in the installation and instruction sheets regarding installation of MinGW compiler in windows operating system. In the tutorial the process to execute and create the program in linux is expained but there is no demonstration of how to use MinGW compiler in windows environment. So please explain this.<br>",2016-08-05 06:42:44,2020-10-09 22:33:18,988,1
382,610577,Python-Old-Version,General,None,None,Not able to use IPython,"Respected Sir,<br>I am using windows 7(32bit). I already installed Python 2.7.5 and IPython 0.10 but i am not able to use IPython. please help me.<br>",2016-08-05 10:21:12,2020-10-10 21:32:35,433,1
383,610577,Python,Getting-started-with-strings,10-11,0-10,Error in video,"Respected Sir,<br>There is an error into&nbsp; question segment.The second question is [""<font color=""#00CC00""><b><font color=""#006600"">Given strings s and t ,""s = ""Hello"""" and ""t = ""World"""" and an integer r, ""r = 2"". What is the output of s * r +</font><i><u><font color=""#FF0000""> </font></u></i><u><font color=""#FF0000"">s* t</font></u></b>]</font> ?. Please check the video and make the correction if need of it.<br>Thank You.<br>",2016-08-05 10:34:58,2020-10-09 21:10:58,671,1
384,673821,GNS3,Introduction-to-GNS3,11-12,40-50,upload videos,can you please provide more videos on gns3,2016-08-11 08:10:05,2020-10-01 13:43:02,694,1
385,634202,PHP-and-MySQL,XAMPP-in-Windows,1-2,10-20,about download and installation,"please, specify the link and clearly for download and install php for windows 8.1 64 bit machine.<div>when i try to download using that link specified in the tutorial, antivirus software in my system detecting virus for that link given in the website.</div>",2016-08-14 09:48:22,2020-10-09 22:24:24,1347,1
387,683979,Advance-C,General,None,None,What is C and C++?,What is C and C++? Why should a student learn these language?<br>And most important why can't I type in Hindi on this website?<br>,2016-08-17 06:26:48,2020-09-25 23:39:25,473,0
389,708357,Drupal,Content-Management-in-Admin-Interface,08-09,10-20,node,What is the significance of a node in the structure? can it have more child nodes ?,2016-08-28 06:19:17,2020-10-10 23:21:51,655,1
390,708357,Drupal,Content-Management-in-Admin-Interface,08-09,40-50,Menu,Whats the difference between primary menu and secondary menu?,2016-08-28 06:22:06,2020-10-10 23:22:04,633,1
391,708299,Drupal,Content-Management-in-Admin-Interface,12-13,30-40,"in which block region does ""page title"" appear, how to remove shortcut for the content page",<br>,2016-08-28 06:46:25,2020-10-09 16:54:21,653,1
392,708549,Drupal,Creating-Basic-Content,02-03,20-30,Parental Rating,What is Parental Rating? What is meant by PG13?<br>,2016-08-28 06:47:50,2020-10-09 12:22:09,666,1
393,708494,Drupal,Content-Management-in-Admin-Interface,03-04,40-50,What is the email address thing under the site details? ,can't really figure out the purpose of it...,2016-08-28 07:22:35,2020-10-09 16:51:35,596,1
394,708344,Drupal,Installation-of-Drupal,05-06,50-60,MySQL and Apache,"I learnt that MySQL is a database and Apache is a server, but how do they help my website ? Maam also mentioned that they acquire some ports(8080 and 3306) what are these ?? do i meed to worry abou them??",2016-08-28 07:26:44,2020-10-10 07:44:45,702,1
395,708344,Drupal,Creating-Basic-Content,05-06,40-50,query about tags ,How do tags help me ??what does drupal do when I create tags with an Article?,2016-08-28 07:47:49,2020-10-09 12:23:01,662,1
396,708353,Website-Information,General,None,None,Google adsense preferences,To get Google ads of our website<div>Which CMS to use wordpress or drupal</div><div>As Google Suggest users to make their website using wordpress???</div>,2016-08-28 07:52:44,2020-10-09 18:07:48,466,1
397,708494,Drupal,Creating-Basic-Content,05-06,40-50,Image size?,"what if i want to upload an image with size more than 32MB. this is a big limitation, a website can have any content. What if its some photography website and it needs more limit? any solution to that?",2016-08-28 08:55:48,2020-10-10 23:55:33,705,1
399,708353,Spoken-Tutorial-Technology,General,None,None,limited size to upload an image,Why is there a Size limit to upload an image ?? is it related to loading of the webpage????????,2016-08-28 08:58:06,2020-10-10 01:47:24,451,1
400,708385,Drupal,Creating-New-Content-Types,12-13,10-20,new events,how to access newly created events,2016-08-28 08:59:25,2020-10-09 11:54:39,664,1
401,708350,Drupal,Creating-Basic-Content,08-09,10-20,How to arrange Header Menus non-alphabetically?,"Hello, May I have your attention please? I have an issue that whenever I add the Menus they are getting arranged in the alphabetically order but I want to arrange it non-alphabetically like I wanted my Home Page to come after About Us page and then later all the other pages. Is it possible? How? Do let us know :)<div><br></div><div><br></div>",2016-08-28 09:04:55,2020-10-09 23:18:37,626,1
402,708257,Drupal,Configuration-Management-in-Admin-Interface,08-09,40-50,In Drupal what is cron?,<i><b>What is Cron in Drupal?<br>What work does Cron do?</b></i><br>,2016-08-28 09:11:14,2020-10-10 14:51:36,636,1
403,708494,Drupal,Editing-Existing-Content,08-09,20-30,hyperlink,"<span style=""line-height: 21.4286px;"">Off course, open link in a new tab. but when we code in html and set the target to ""_blank""&nbsp;</span><div style=""line-height: 21.4286px;"">in drupal without the users input i want my link to open in a new tab</div>",2016-08-28 09:48:33,2020-10-09 11:53:36,533,1
404,708248,Drupal,Editing-Existing-Content,05-06,0-10,Adding alternative text for image,"In tutorial, it shows that alternative text for image can be added. But while in real time uses of the software, the alternative text box shows a pre text line within the box which is not able to to edit. so, how to put alternative text for image ?<br>",2016-08-28 10:10:50,2020-10-09 15:50:12,994,1
405,696761,What-is-Spoken-Tutorial,What-is-Spoken-Tutorial-12min,00-01,0-10,FROM WHERE HAVE TO REFER INSTALLATION SHEET,IN THE READ ME FILE LAST STEP IS SAYING TO REFER INSTALLATION SHEET. SO WHERE IT SHOULD BE FOUNDED.,2016-08-29 05:30:16,2020-10-08 06:51:32,676,0
406,721347,BOSS-Linux,BOSS-Linux-Desktop,11-12,50-60,install,how to install a program to boss linux<br>,2016-08-30 16:36:30,2020-10-09 16:56:12,872,1
408,720752,QCad,General,None,None,Qcad types,"Dear Sir/Madam,<div>I am Arun Kurali, Faculty coordinator at S.J(Government) Polytechnic, while updating STPs it was seeking information on training.&nbsp;</div><div>I have chosen Qcad Laboratory, there were some other options too such as Qcad(autocad) etc. For Civil Engineering Drafting which should we can chose. And what is difference in Qcad laboratory and Qcad(autocad) etc. Except in that case i dint find those different types of Qcad anywhere in the website.</div><div><br></div><div>If i want to change Course How can i change the Course of participants?</div><div><br></div><div>If Possible please inform National Coordinator to add more civil Engg softwares such as sketcUp(FOSS-it is free and Open source software), staad, SAP, Autocad.</div><div><br></div><div><br></div><div>Thanks with Best Regards&nbsp;</div>",2016-09-08 17:57:19,2020-10-07 12:30:16,778,0
409,673932,Python,General,None,None,Installation,can you please guide me installation of python in windows 10 .and open first program .Installation guide is not enough.,2016-09-16 10:05:54,2020-10-05 12:11:27,604,0
410,673932,Python,Getting-started-with-ipython,04-05,10-20,Ipython command not running,we are trying with windows version ipython not running,2016-09-17 07:38:26,2020-10-07 01:27:23,1055,1
412,804897,Advance-C,General,None,None,what is c?,<i>What is c?</i>,2016-09-29 16:30:58,2020-09-25 08:08:24,511,0
413,47512,Java,Abstract-Classes,04-05,30-40,Difference between,what are the main difference between abstract class and interface?..,2016-09-30 14:21:07,2020-10-10 18:43:11,1336,1
414,866085,OpenFOAM,Installing-Running,03-04,0-10,Open foam on Mac OS,Can I install openfoam on macbook pro. OS is El Capitan.,2016-09-30 14:42:36,2020-10-11 00:45:22,879,1
415,741319,LibreOffice-Suite-Base,Introduction,12-13,50-60,INTODUCTION,"&nbsp;SIR I WANT INTRODUCTION ON LIBRE OFFICE SUIT BASE",2016-09-30 15:42:27,2020-10-11 06:53:24,1394,1
417,939781,C-and-Cpp,Functions,00-01,0-10,switch statement,"<div>#include &lt;stdio.h&gt;</div><div>#include &lt;stdlib.h&gt;</div><div><br></div><div>int main()</div><div>{</div><div>int i;</div><div>int sq;</div><div>for(i=1; i&lt;=10; i=i=1)</div><div>{</div><div><br></div><div>&nbsp; &nbsp; switch(i%2){case o:</div><div>&nbsp; &nbsp; &nbsp; &nbsp; printf(""%d is even.\\n"", even);</div><div>&nbsp; &nbsp; &nbsp; &nbsp; braek;</div><div>&nbsp; &nbsp; case 1:</div><div>&nbsp; &nbsp; &nbsp; &nbsp; printf(""m% d is odd.\\n"",i);</div><div>&nbsp; &nbsp; &nbsp; &nbsp; braek;</div><div>&nbsp; &nbsp; }</div><div>&nbsp; &nbsp; &nbsp; &nbsp; }</div><div>&nbsp; &nbsp; &nbsp; &nbsp; scanf(""%s"");</div><div><br></div><div><br></div><div>&nbsp; &nbsp; return 1;</div><div>}</div><div>this programm not running please tell me error</div>",2016-10-18 04:44:46,2020-10-06 18:11:03,879,1
418,864026,Advanced-Cpp,Constructor-And-Destructor,00-01,10-20,what is constuctor,what is constructor and explain.,2016-10-20 08:11:55,2020-10-10 18:31:17,808,1
419,964478,PHP-and-MySQL,MySQL-Part-1,00-01,0-10,php,"how to create a pdf file when &nbsp;submit a form?",2016-10-28 11:29:21,2020-10-09 22:18:11,580,1
420,589526,Arduino,Introduction-to-Arduino,03-04,0-10,Installing Arduino in windows,Please tell me the exact procedure to install arduino in windows OS and also how to run it in windows os.,2016-10-30 05:03:21,2020-10-09 22:24:05,1251,1
421,966704,C-and-Cpp,Arrays,01-02,0-10,array,<p>How many types of array are there in c program?</p><p><br></p>,2016-11-02 17:02:01,2020-10-07 01:55:04,851,1
422,966704,C-and-Cpp,Nested-If-And-Switch-Statement,04-05,0-10,nested if else,Nested if else is used specially in which type of program ?,2016-11-03 08:03:19,2020-10-07 01:55:09,775,1
423,299798,Spoken-Tutorial-Technology,General,None,None,e-commerce,I need to know whether there is training on E-commerce and its applications<div><br></div>,2016-11-10 18:56:43,2020-10-10 01:46:36,460,1
425,619255,Python,Using-the-plot-command-interactively,00-01,30-40,ipython pylab,"The command ""ipython -pylab"" is not working. I'm also trying to add the screenshot in queries section, but i didnt get it? tell me how to add images.",2016-11-16 06:58:42,2020-10-09 23:16:19,633,1
426,619255,Python,Using-the-plot-command-interactively,01-02,0-10,Matplatlib,"what is matplotlib? from where can i get this? can i get the details about &nbsp;matplotlib?",2016-11-16 07:02:27,2020-10-09 21:51:23,801,1
428,401973,OpenFOAM,General,None,None,how to find second order derivative of temperature,"Good evening sir, <br>I am doing a natural convection problem in which i want second \r\nderivative of a scalar i.e Temperature T<br>How can i implement it in openFoam?<br>Double derivative of Temperature with repsect to x or y ?<br><br>Is it possible to calculate in paraview ? <br>",2016-11-30 12:41:33,2020-10-09 22:09:30,844,1
430,8,LibreOffice-Calc-on-BOSS-Linux,Using-Charts-and-Graphs,06-07,40-50,How to copy a chart+its title,"I have difficulty in copying a chart and its title to LO Draw.&nbsp; I am unable to choose both the chart and its title to copy.&nbsp; Do these have to be copied separately only?<br><br>",2016-12-04 02:19:24,2020-10-11 06:52:55,758,1
431,8,LibreOffice-Suite-Calc,Using-Charts-and-Graphs,6-7,40-50,How to make a stand alone figure from a chart?,"What is the best way to save this figure only - without the column numbers, etc.?&nbsp; At present, I copy it into a LO Draw canvas, export as a pdf and then do a pdfcrop in my Mac.&nbsp; Is there a better way to do this?<br>",2016-12-04 02:22:42,2020-10-11 06:51:56,1108,1
432,8006,GNS3,General,None,None,Alternative opensource to VLSI design in ubuntu,"Hi,<br>We are using microwind software for VLSI design. Can you suggest me alternative software for microwind in ubuntu. Students are having practicals on designing layers.&nbsp; <br><br>---Amol &nbsp; <br>",2016-12-07 06:09:46,2020-10-04 01:12:55,1282,0
433,8,LibreOffice-Suite-Writer,Inserting-pictures-and-objects,7-8,10-20,Don't know how to insert space before a Table at the top of the page,"I received a document with a Table right at the top of a page - <a href=""https://drive.google.com/open?id=0ByJBWPJdyKkJbGZnSVUzM0RoMzAhttp://"" title="""" target="""">click here to see this document</a>.&nbsp; I want to introduce some text just before the document - say, a title.&nbsp; I don't know how to do this.&nbsp; Can anyone help?<br>",2016-12-12 05:04:16,2020-10-10 07:12:14,798,1
434,619255,Python,Saving-plots,01-02,30-40,saving plots,"im getting problems in saving the plots<div>please help me out.&nbsp;</div><div>im giving the command&nbsp;savefig('/home/fossee/sine.png'. but its not working.</div><div><br></div>",2016-12-14 06:18:58,2020-10-06 19:02:45,661,1
436,172700,C-and-Cpp,Arithmetic-Operators,05-06,20-30,Modulus Operator,How to use Modulus Operator?,2016-12-17 07:29:41,2020-10-11 05:39:11,1336,1
442,978696,Arduino,Arduino-with-Tricolor-LED-and-Push-button,02-03,20-30,Tricolor Led,Can we create arduino based car?<br>,2016-12-24 05:19:18,2020-10-09 22:41:33,803,1
444,1049311,C-and-Cpp,First-Cpp-Program,3-4,20-30,namespace??,"plz clarify the importance of ""using namespace&nbsp; std"" in the cpp programming&nbsp; code<br>",2016-12-29 17:57:34,2020-10-10 05:50:05,1283,1
445,1069413,Aakash-Business-Tool,Overview-of-Aakash-Business-Tool,06-07,40-50,Muje c++ languages ,"Sir <i>muje c+&nbsp;languages sikhni he wo bhi apni&nbsp;language&nbsp;&nbsp;marathi me to muje aapke yaha mian c+&nbsp;languages&nbsp;marathi me sikh sakta hu kya? Plz meri help kijiye.</i>",2016-12-30 01:27:02,2020-10-11 00:30:44,691,0
446,478565,Scilab,Getting-Started,00-01,0-10,Regarding Certificate ,"Dear Sir/madam,<div>&nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; &nbsp; Unfortunately i had not downloaded the certificate of workshop. Will you resend to me please?</div><div>&nbsp;Thank you.&nbsp;</div>",2016-12-31 15:09:38,2020-10-07 18:40:58,1080,1
447,604355,What-is-Spoken-Tutorial,What-is-Spoken-Tutorial-12min,0-1,0-10,sending a question,Let me know from basic about spoken?<br>,2017-01-04 06:16:12,2020-10-09 17:35:33,588,1
448,809524,What-is-Spoken-Tutorial,General,None,None,I don't have a command over programming language,"I am a b.tech student and my department is Information Technology. I am in 3rd year and have to do training in one field.<div>I am not good in programming languages. So in which field of computer I should pursue to have better future?&nbsp;</div><div>And currently in which field i should do training?</div>",2017-01-12 11:04:21,2020-09-26 00:16:42,383,0
449,1103818,LibreOffice-Installation,LibreOffice-Suite-Installation-on-Linux-OS,05-06,50-60,libra office,"sir,how to download and install libra office",2017-01-17 07:11:14,2020-10-11 06:54:50,782,1
450,1103818,Firefox,Introduction,01-02,10-20,Firefox,"How to download and install firebox in boss linux... Becuse our firebox is uninsta our boss os.&nbsp;<div><br></div>",2017-01-17 07:37:34,2020-10-10 23:20:59,1134,1
451,1066501,Arduino,Arduino-with-LCD,01-02,10-20,arduino,can we create arduino based car?,2017-01-19 05:21:30,2020-10-10 23:20:42,726,1
452,1017831,C-and-Cpp,Arrays,07-08,50-60,Application of array,What is an array ??,2017-01-20 01:29:08,2020-10-07 01:55:22,1048,1
453,1093368,OpenFOAM,Creating-curved-geometry-in-OpenFOAM,10-11,40-50,how to create circle as it given in assignment,"while solving the problems given in video, i came to know that i have to draw a circle profile in openfoam. so when i was drawing that i written all the vertices but when i want to see that in parafoam, it not showing. what i have to do next ?",2017-01-24 13:59:43,2020-10-09 22:56:57,909,1
454,1139324,OpenFOAM,Importing-mesh-file-in-OpenFOAM,01-02,10-20,Enclosure created around the cylinder,"Sir,<div>I want to know the following:</div><div>1. Since the cylinder is a solid entity, the enclosure is a surface body or a solid itself?</div><div>2. If the enclosure is a solid, then do i have to subtract the cylinder from the enclosure to be able to mesh the area external to the cylinder?</div><div>3. I am using SALOME. I used a solid body and a solid enclosure, specified the groups and generated the mesh. Later in the terminal i imported using ideasUnvToFoam and then used blockMesh then checkMesh commands. Till here it is all, the mesh is good, but when running the adjointShapeOptimizationFoam solver it shows FATAL ERROR. And i dont know what to do. Please help. Any suggestion will be helpful. &nbsp;</div>",2017-01-28 14:51:26,2020-10-09 22:37:29,948,1
455,956320,Aakash-Business-Tool,ABT-for-Linux,09-10,20-30,first c programmes,"why every&nbsp; programme should have only function?<br>",2017-02-08 06:47:23,2020-10-07 12:10:20,385,0
456,1177689,Arduino,Arduino-with-LCD,00-01,0-10,picture needs,models of arduino,2017-02-09 09:23:32,2020-10-10 23:31:54,765,1
458,8,DWSIM,Creating-a-material-stream-in-DWSIM,01-02,0-10,"Cannot locate ""Simulation Settings"" button","This button is missing.&nbsp; Can you please help.<br>",2017-02-23 10:27:45,2020-10-09 21:49:20,937,1
459,1238336,Java,Getting-started-java-Installation,00-01,0-10,enquiry,when will be the test date announced for any course we opt??Is it important to read all the tutorials for giving the test?,2017-02-23 13:35:27,2020-10-10 23:22:13,791,1
460,1068735,DWSIM,Overview-of-DWSIM,01-02,50-60,Cannot download the Installation file using the given link,"Clicking on the download button in the ""https://sourceforge.net/projects/dwsim/"" link doesn't download any .exe file. How to get .exe file?<br>",2017-03-01 11:52:15,2020-10-08 01:19:31,1819,1
461,1068735,DWSIM,Overview-of-DWSIM,02-03,20-30,Which components to select while installing DWSIM?,"Currently while installing DWSIM, list of components to install is different from what is shown in tutorial. Please specify the components to select as per the current DWSIM installation file.<br>",2017-03-01 12:03:29,2020-10-08 01:20:06,1175,1
462,1068735,DWSIM,Creating-a-material-stream-in-DWSIM,02-03,10-20,Unable to find Components from DWSIM database.,"It is said in the tutorial to add Benzene from DWSIM database, but current UI doesn't show any Benzene component from DWSIM database when searched for it.<br>",2017-03-02 09:47:59,2020-10-09 21:50:01,989,1
463,1068735,DWSIM,Creating-a-material-stream-in-DWSIM,03-04,40-50,Cannot locate Thermodynamics tab in Simulation Settings,Thermodynamics tab is missing Under Simulation Settings. Can you please help.<br>,2017-03-02 09:53:53,2020-10-09 22:01:41,932,1
464,1068735,DWSIM,Creating-a-material-stream-in-DWSIM,05-06,20-30,Not getting automatic pop-up to enter composition after dropping Material Stream in Flowsheet,"After dropping the Material stream into flowsheet from Object Palette, there is no automatic pop-up to enter the composition. So where do one specify the composition of the stream?<br>",2017-03-02 10:02:43,2020-10-09 22:02:42,846,1
465,1068735,DWSIM,Creating-a-material-stream-in-DWSIM,06-07,40-50,"Cannot locate the option to change ""System of Units""",This option is missing. Can you please help.<br>,2017-03-02 10:16:34,2020-10-09 22:01:08,847,1
466,1068735,DWSIM,Creating-a-material-stream-in-DWSIM,07-08,30-40,Where is the specification button for Specification of the material stream?,Cannot find the specification button for specification of the material. Can you please help.<br>,2017-03-02 10:25:23,2020-10-09 22:02:24,800,1
467,1068735,DWSIM,Creating-a-material-stream-in-DWSIM,09-10,20-30,Where to change the name of the Material Stream?,"As there is no 'Appearance' tab with 'Name' field, how do one change the name of the Material Stream?<br>",2017-03-02 10:30:28,2020-10-09 21:50:36,766,1
468,1068735,DWSIM,Creating-a-material-stream-in-DWSIM,06-07,10-20,"Cannot locate ""Apply"" button after entering the composition of the Material Stream","The ""Apply"" button is missing. Can you please help.<br>",2017-03-02 10:44:49,2020-10-09 22:02:30,771,1
469,1068735,DWSIM,Introduction-to-Flowsheeting,05-06,0-10,"Cannot locate ""Material Stream"" object to drag and drop into Flowsheet area","Where do one find the ""Material Stream"" object to drag and drop into Flowsheet area?<br>",2017-03-02 10:52:09,2020-10-06 18:12:52,783,1
472,918666,C-and-Cpp,First-C-Program,0-1,0-10,PROBLEM IN COMPILING THE PROGRAM IN WINDOWS,"there are 2 problems <br>1. in the video , at 6 : 35 ,when i enter it there is an gcc error ""showing file not found ""<br>2. and where we have to save the file after typing the code&nbsp; in notepad++.(after video time 5:50)<br>",2017-03-06 15:52:14,2020-10-08 18:12:53,886,1
473,1068735,DWSIM,Introduction-to-Flowsheeting,00-01,40-50,Getting warning message while opening files in DWSIM,Why do i get warning message when i open the tutorial code files in DWSIM 4.0 and above version?<br>,2017-03-08 09:49:40,2020-10-09 17:16:32,869,1
474,1068735,DWSIM,Introduction-to-Flowsheeting,01-02,50-60,Phase Mole Fraction box greyed out,How do i specify the vapor phase mole fraction for Input 1 as shown in the tutorial? The box to enter the mole fraction is greyed out.<br>,2017-03-08 09:55:27,2020-10-06 19:04:04,778,1
475,1068735,DWSIM,Introduction-to-Flowsheeting,02-03,20-30,"Cannot locate ""Mixer"" to add to flowsheet",Where do i find the Mixer to be added to flowsheet?<br>,2017-03-08 10:32:06,2020-10-08 01:05:15,851,1
476,1068735,DWSIM,Introduction-to-Flowsheeting,04-05,0-10,"Cannot locate ""Play"" button to activate the solver",Where do i find the play button to activate the solver after flow sheet is completed?<br>,2017-03-08 10:37:13,2020-10-09 14:58:22,942,1
477,1068735,DWSIM,Introduction-to-Flowsheeting,04-05,20-30,Where to see the calculated values of mixer-out stream?,Can you please help in locating the output values of mixer-out stream?<br>,2017-03-08 10:42:04,2020-10-08 01:28:16,549,1
478,1068735,DWSIM,Introduction-to-Flowsheeting,05-06,0-10,"Cannot locate ""Separator Vessel"" to add to flowsheet",Where do i find the Separator Vessel to be added to flow sheet?,2017-03-08 10:44:44,2020-10-09 17:15:33,895,1
479,1068735,DWSIM,Introduction-to-Flowsheeting,08-09,40-50,"How do one set ""Override Separation Temperature"" to true and enter its value?","As shown in the tutorial assignment, where can i set the Override Separation Temperature and enter its value?<br>",2017-03-08 10:52:28,2020-10-08 01:43:28,717,1
480,1102146,Geogebra,Angles-and-Triangles-Basics,09-10,20-30,Syntax confusion for Windows,"In the tutorial which is on the <b>Ubuntu </b>OS, in &nbsp;the ""Add text "" tool they have given a syntax in which we need to write the quote to be visible on the screen in inverted quotes("""") and also put a + sign and then place the angle symbols. And then when it is run the Text comes as in quotes and the 'SUM' appears on the answer part...But when I wrote the same in my Geogebra , That I have downloaded on Windows if I put the """", then the quotes are also displayed on the screen and also the SUM is not calculated and given....<div><br></div><div><br></div><div>Can you please help me out...where am I wrong...</div>",2017-03-08 13:30:23,2020-10-11 00:46:26,1119,1
482,1312661,C-and-Cpp,Arrays,01-02,10-20,ARRAY BASIC QUESTION,Why array indices start from 0 index?,2017-03-17 09:25:55,2020-10-07 19:18:57,935,1
484,1068735,DWSIM,Sensitivity-Analysis-and-Adjust,01-02,50-60,Where do i locate the molar composition of distillate stream?,Can you please help in finding the molar composition of the distillate stream after results are generated?<br>,2017-03-20 11:09:26,2020-10-08 01:32:00,748,1
485,1068735,DWSIM,Sensitivity-Analysis-and-Adjust,08-09,40-50,Unable to find Adjust in the Object Palette,Adjust option is missing from the Object Palette. Can you please help.<br>,2017-03-20 11:13:56,2020-10-06 19:04:36,997,1
486,1068735,DWSIM,Sensitivity-Analysis-and-Adjust,09-10,0-10,Unable to select Controlled Variable and Manipulated Variable for the Adjust block,Where does one enter Controlled Variable and Manipulated Variable for the Adjust block?,2017-03-20 11:30:29,2020-10-08 10:54:25,917,1
487,1068735,DWSIM,Sensitivity-Analysis-and-Adjust,10-11,40-50,Adjust Property Value field not available,There is no field to enter the Adjust Property Value. Can you please help?<br>,2017-03-20 11:33:04,2020-10-10 21:24:33,1858,1
488,953592,Linux,Basic-Commands,1-2,50-60,How to gain extra knowledge of command?,command,2017-03-27 06:44:02,2020-10-11 05:25:40,2428,1
489,953592,Linux,Basic-Commands,1-2,50-60,How to gain extra knowledge of command?,"uses  of command &amp; what will be the use in gaming system?<br>",2017-03-27 06:47:53,2020-10-09 20:47:54,2225,1
490,1340321,C-and-Cpp,Loops,01-02,10-20,Loops,Explain about for loop??<br>,2017-03-28 05:48:24,2020-10-10 03:26:29,726,1
